Name of Building,Address,Year of Completion,Property_Type,Location
Tai Chow House,121 Quarry Bay Street,1960,0.0,Kowloon
Tai Chuen Building,"Basement:52 Kok Cheung StreetGround Floor:88-94, 98-102 Ivy Street1st Floor:76/96 Ivy StreetUpper Floors:96 Ivy Street,Cosmopolitan Estates",1975,0.0,Kowloon
Tai Chung Building,116/120 Shau Kei Wan Road &2A/2B Shing On Street,1963,0.0,Hong Kong Island
Tai Fat Building,31/43 Ko Shing Street,1969,0.0,Hong Kong Island
Tai Foo House,6 Hong Cheung Street,1962,0.0,Kowloon
Tai Fung Building,28-36 Hoi Kwong Street,1960,0.0,Kowloon
Tai Fung House,72-76 Lion Rock Road,1980,0.0,Kowloon
Tai Fung House,48 Shantung Street &24 Tung Choi Street,1975,0.0,Kowloon
Tai Fung Industrial Building,61 Hung To Road,1990,0.0,Kowloon
Tai Gardens,285 Prince Edward Road W.,1973,0.0,Kowloon
Tai Hang Residents',121 Tung Lo Wan Road,1977,0.0,Kowloon
Tai Hang Terrace,5 Chun Fai Road,1975,0.0,Kowloon
Tai Hang Tung Alliance,23 Tong Yam Street,1965,0.0,Kowloon
Tai Hang Tung Community Centre,17 Tong Yam Street,,0.0,Kowloon
Tai Hang Tung Recreation,63 Boundary Street,,0.0,Kowloon
Tai Hing Building,119/127 Des Voeux Road W.,1966,0.0,Kowloon
Tai Hing Building,130/132 Sai Wan Ho Street,1974,0.0,Kowloon
Tai Hing Building,205A/205C Hollywood Road,,0.0,Hong Kong Island
Tai Hing Building,73/91 Chun Yeung Street,1963,0.0,Kowloon
Tai Hing Building,"Ground Floor:22, 24, 28-34 Po Hing FongUpper Floors:26 Po Hing Fong",1981,0.0,Hong Kong Island
Tai Hing House,124 Quarry Bay Street,1960,0.0,Kowloon
Tai Hing House,Ground Floor:132/134 Hollywood RoadUpper Floors:132/134 Hollywood Road &1 & 3 Square Street,1967,0.0,Hong Kong Island
Tai Hing Mansion,1/7 Luen On Street &301/303 Ngau Tau Kok Road,1962,0.0,Kowloon
Tai Hong Building,1A-1G Holland Street &35 Praya Kennedy Town,1983,0.0,Kowloon
Tai Hong Building,26/30 Tai Ping Shan Street,1974,0.0,Kowloon
Tai Hong Building,28/30 Yuet Wah Street,1970,0.0,Kowloon
Tai Hong Building,60/64 Shau Kei Wan Road,1975,0.0,Hong Kong Island
Tai Hong House,8 Hong Cheung Street,1964,0.0,Kowloon
Tai Kei House,"174, 174A & 174BHollywood Road &33/39 Tung Street",1975,0.0,Hong Kong Island
Tai King Building,188/190 Wing Lok Street,1974,0.0,Kowloon
Tai King Industrial Building,700/702 Prince Edward RoadE. & 100/102 King Fuk Street,1968,0.0,Kowloon
Tai Kok Tsui Building,Ground Floor:41/61 Oak Street &57/63 Anchor StreetUpper Floors:63 Oak Street,1962,0.0,Kowloon
Tai Kok Tsui Catholic Primary School,148 Tai Kok Tsui Road,1972,1.0,Kowloon
Tai Kok Tsui Catholic,20 Hoi Fan Road,2000,0.0,Kowloon
Tai Kok Tsui Municipal ,63 Fuk Tsun Street,,0.0,Kowloon
Tai Koon Mansion,42/52 Woosung Street,1963,0.0,Kowloon
Tai Kut House,7 Greig Road,1966,0.0,Kowloon
Tai Kwun Mansion,442-452 Lockhart Road,1963,0.0,Hong Kong Island
Tai Lee Building,15/19 Elgin Street,1972,0.0,Hong Kong Island
Tai Lee Building,31/41 Kok Cheung Street,1968,0.0,Kowloon
Tai Lee Mansion,165/167 Pei Ho Street,1975,0.0,Kowloon
Tai Li House,61/67 Staunton Street,1970,0.0,Hong Kong Island
Tai Lok House,2 Tai Cheong Street,1960,0.0,Kowloon
Tai Lok House,53/53C Shek Pai Wan Road,1971,0.0,Kowloon
Tai Lung House,123 Quarry Bay Street,1960,0.0,Kowloon
Tai Ming Building,"Ground Floor:180, 180A & 182Hollywood RoadUpper Floors:39 Sai Street",1976,0.0,Hong Kong Island
Tai Ming House,9 Greig Road,1966,0.0,Kowloon
Tai Nan Commercial Building,169 & 171 Tai Nan Street,1977,0.0,Kowloon
Tai Nan Garden,81 & 83 Tai Nan Street,1993,0.0,Kowloon
Tai Nan Street,155 Tai Nan Street,,0.0,Kowloon
Tai Ning Court,Ground Floor:18/20 Bowrington Road &22/26 Sharp Street W.Upper Floors:18/20 Bowrington Road,1978,0.0,Hong Kong Island
Tai Ning House,18/18B Tai Ping Shan Street,1982,0.0,Kowloon
Tai On Building,120-126 Fa Yuen Street &37 & 37A Fife Street,1964,0.0,Kowloon
Tai On Building,40/44A Hong Ning Road,1968,0.0,Kowloon
Tai On Building,57/87 Shau Kei Wan Road,1968,0.0,Hong Kong Island
Tai On Court,18-22 Tai Nan Street,1980,0.0,Kowloon
Tai On Court,62/74 Shau Kei WanMain Street E.,1982,0.0,Kowloon
Tai On House,14/14B Tai Ping Shan Street,1982,0.0,Kowloon
Tai On House,"75 & 77 Tong Mi Road1 & 3 Fir Street,10 & 12 Bedford Road",1959,0.0,Kowloon
Tai On House,820-832 Canton Road &28-30 Pitt Street,1969,0.0,Kowloon
Tai Pak Court,4 & 5 Tai Pak Terrace,1979,0.0,Kowloon
Tai Pak Mansion,1 Tai Pak Terrace,1979,0.0,Kowloon
Tai Pak Terrace,36 Sands Street,1997,0.0,Hong Kong Island
Tai Ping Building,22/24A Tai Ping Shan Street,1968,0.0,Kowloon
Tai Ping Mansion,Ground Floor:208/214 Hollywood Road &21/27 Tai Ping Shan StreetUpper Floors:208/214 Hollywood Road,1973,0.0,Hong Kong Island
Tai Po House,13 & 15 Tai Po Road,1966,0.0,Kowloon
Tai Sang Bank Building,130/132 Des Voeux Road C.,1970,0.0,Kowloon
Tai Sang Bank Building,784 Nathan Road,1981,0.0,Kowloon
Tai Sang Building,1A Sands Street,1981,0.0,Hong Kong Island
Tai Sang Commercial Building,24/34 Hennessy Road &16 Anton Street,1977,0.0,Hong Kong Island
Tai Shan House,"Ground Floor:32, 34 Tai Ping Shan Street &15 Upper Station StreetUpper Floors:15 Upper Station Street",1977,0.0,Kowloon
Tai Shan Wen Cun ,139 Portland Street,1976,0.0,Kowloon
Tai Shing Building,12/14 Tung Street,1969,0.0,Kowloon
Tai Shing Building,129-133 Caine Road,1965,0.0,Hong Kong Island
Tai Shing Building,43/47 Bonham Strand W.,1977,0.0,Hong Kong Island
Tai Shing Building,"Ground Floor:70-74, 78-86 Ivy Street1st Floor:76/96 Ivy StreetUpper Floors:76 Ivy Street,Cosmopolitan Estates",1975,0.0,Kowloon
Tai Shing Commercial (Yaumati),498/500 Nathan Road,1974,0.0,Kowloon
Tai Shing House,203/209 Queen's Road W.&1A/1D Tsz Mi Alley,1973,0.0,Kowloon
Tai Shing Industrial Building,273/279 Un Chau Street,1961,0.0,Kowloon
Tai Shing Temple,65 Yue Kwong Road,,0.0,Kowloon
Tai Shun Building,Ground Floor:136 Hollywood Road &5 Square StreetUpper Floors:5 Square Street,1970,0.0,Hong Kong Island
Tai Shun House,4 Hong Cheung Street,1962,0.0,Kowloon
Tai Sing House,122 Quarry Bay Street,1960,0.0,Kowloon
Tai Sing House,19/23A Tai Shek Street,1966,0.0,Kowloon
Tai Tak Building,298/302 Ki Lung Street,1970,0.0,Kowloon
Tai Tak Building,82A/82B Stone Nullah Lane& 17 Kat On Street,1966,0.0,Hong Kong Island
Tai Tak House,27/33B Ka Wo Street,1971,0.0,Kowloon
Tai Tak Mansion,1/5 Hau Wo Street &19 Smithfield,1964,0.0,Hong Kong Island
Tai Tam Crescent,18 Tai Tam Road,1975,0.0,Kowloon
Tai Tam Gap Correctional,110 Shek O Road,,0.0,Kowloon
Tai Tam Garden,11 Tai Tam Road,1985,0.0,Kowloon
Tai Tam Gardens,700 Tai Tam Reservoir Road,1994,0.0,Kowloon
Tai Tam Sewage Pumping Station,37 Tai Tam Road,,0.0,Kowloon
Tai Tat Building,26/34 Pilkem Street,1974,0.0,Kowloon
Tai Tung Building,8 Fleming Road,2004,0.0,Hong Kong Island
Tai Tung Court,94-96 Ko Shan Road,1959,0.0,Kowloon
Tai Wah Building,"Ground Floor:130, 134/140 Electric Road& 27/33 Mercury StreetUpper Floors:132 Electric Road",1964,0.0,Hong Kong Island
Tai Wah House,Ground Floor:90/94 Prince Edward Road W.& 50/54 Lai Chi Kok RoadUpper Floors:94 Prince Edward Road W.,1967,0.0,Kowloon
Tai Wah Mansion,178/180 Prince EdwardRoad W.,1966,0.0,Kowloon
Tai Wing House,Ground Floor:199A/201A Hollywood Road& 42/44 Upper Lascar RowUpper Floors:201 Hollywood Road,1971,0.0,Hong Kong Island
Tai Wo Commercial Building,513 Nathan Road,1972,0.0,Kowloon
Tai Wo Court,28 Tai Wo Street,1995,0.0,Kowloon
Tai Wo Mansion,Ground Floor:4 & 6 Tai Wo StreetUpper Floors:8 Tai Wo Street,1988,0.0,Kowloon
Tai Wong Building,Ground Floor:3/5 Tai Wong Street E. &3/5 Tai Wong Street W.Upper Floors:3/5 Tai Wong Street E.,1973,0.0,Kowloon
Tai Wong Commercial Building,5/7 Queen's Road W,1978,0.0,Kowloon
Tai Wong Temple,STIL 111 Stanley Main Street              ,,0.0,Kowloon
Tai Yau Building,181 Johnston Road,1985,0.0,Hong Kong Island
Tai Yau Plaza,181 Johnston Road(G/F - 3/F),1985,0.0,Hong Kong Island
Tai Yick Industrial Building,14 Sze Shan Street,1981,0.0,Kowloon
Tai Yik House,27-29 First Street,1978,0.0,Hong Kong Island
Tai Yin Lodge,15 Fuk Lo Tsun Road,2003,0.0,Kowloon
Tai Yip Building,141 Thomson Road,2002,0.0,Kowloon
Tai Yue Building,20/20A Tai Ping Shan Street,1969,0.0,Kowloon
Tai Yue Mansion,"Ground Floor:28/30 Fife Street & 129, 131,135 Sai Yee StreetUpper Floors:133 Sai Yee Street",1964,0.0,Kowloon
Tai Yuen,11 Village Terrace,1986,0.0,Kowloon
Tai Yuen Court,38 Tai Yuen Street,1993,0.0,Kowloon
Taikoo House,25 Peak Road,1950,0.0,Hong Kong Island
Taikoo Place,979 King's Road,,0.0,Hong Kong Island
Taikoo Place Apartments,23 Tong Chong Street ,2014,0.0,Kowloon
Taikoo Primary School,1100 Kings Road,,1.0,Kowloon
      Cityplaza 3,14 Taikoo Wan Road,1992,0.0,Hong Kong Island
      Cityplaza 4,12 Taikoo Wan Road,1991,0.0,Hong Kong Island
      Cityplaza One,1111 King's Road,1997,0.0,Hong Kong Island
      Cityplaza Phase II,18 Taikoo Shing Road,1987,0.0,Hong Kong Island
            Banyan Mansion,24 Taikoo Wan Road,1981,0.0,Hong Kong Island
            Begonia Mansion,8 Taikoo Wan Road,1985,0.0,Hong Kong Island
            Juniper Mansion,16 Taikoo Wan Road,1983,0.0,Hong Kong Island
            Lotus Mansion,6 Taikoo Wan Road,1983,0.0,Hong Kong Island
            Maple Mansion,18 Taikoo Wan Road,1984,0.0,Hong Kong Island
            Marigold Mansion,10 Taikoo Wan Road,1985,0.0,Hong Kong Island
            Oak Mansion,20 Taikoo Wan Road,1984,0.0,Hong Kong Island
            Pine Mansion,26 Taikoo Wan Road,1980,0.0,Hong Kong Island
            Primrose Mansion,2 Taikoo Wan Road,1982,0.0,Hong Kong Island
            Willow Mansion,22 Taikoo Wan Road,1981,0.0,Hong Kong Island
            Wisteria Mansion,4 Taikoo Wan Road,1983,0.0,Hong Kong Island
            Choi Tien Mansion,11 Taikoo Wan Road,1987,0.0,Hong Kong Island
            Fu Tien Mansion,13 Taikoo Wan Road,1987,0.0,Hong Kong Island
            Heng Tien Mansion,2 Tai Fung Avenue,1987,0.0,Kowloon
            Hoi Tien Mansion,15 Taikoo Wan Road,1986,0.0,Hong Kong Island
            Kai Tien Mansion,17 Taikoo Wan Road,1986,0.0,Hong Kong Island
            King Tien Mansion,18D Taikoo Shing Road,1986,0.0,Hong Kong Island
            Kwun Tien Mansion,18A Taikoo Shing Road,1987,0.0,Hong Kong Island
            Nam Tien Mansion,18C Taikoo Shing Road,1986,0.0,Hong Kong Island
            Yat Tien Mansion,18B Taikoo Shing Road,1987,0.0,Hong Kong Island
            Chai Kung Mansion,2 Tai Yue Avenue,,0.0,Kowloon
            Han Kung Mansion,26 Taikoo Shing Road,,0.0,Hong Kong Island
            Hsia Kung Mansion,24 Taikoo Shing Road,,0.0,Hong Kong Island
            Ming Kung Mansion,22 Taikoo Shing Road,,0.0,Hong Kong Island
            Tang Kung Mansion,31 Taikoo Shing Road,,0.0,Hong Kong Island
            Tsui Kung Mansion,4 Tai Yue Avenue,,0.0,Kowloon
            Yen Kung Mansion,1 Tai Mou Avenue,,0.0,Kowloon
            Yuan Kung Mansion,20 Taikoo Shing Road,,0.0,Hong Kong Island
            Foong Shan Mansion,23 Taikoo Shing Road,1978,0.0,Hong Kong Island
            Fu Shan Mansion,25 Taikoo Shing Road,1978,0.0,Hong Kong Island
            Heng Shan Mansion,19 Taikoo Shing Road,1978,0.0,Hong Kong Island
            Kam Shan Mansion,5 Tai Fung Avenue,1978,0.0,Kowloon
            Loong Shan Mansion,21 Taikoo Shing Road,1978,0.0,Hong Kong Island
            Lu Shan Mansion,5 Taikoo Shing Road,1977,0.0,Hong Kong Island
            Nan Shan Mansion,3 Taikoo Shing Road,1977,0.0,Hong Kong Island
            Po Shan Mansion,1 Taikoo Shing Road,1977,0.0,Hong Kong Island
            Tai Shan Mansion,7 Taikoo Shing Road,1977,0.0,Hong Kong Island
            Tien Shan Mansion,9 Taikoo Shing Road,1977,0.0,Hong Kong Island
            Tung Shan Mansion,11 Taikoo Shing Road,1978,0.0,Hong Kong Island
            Wah Shan Mansion,17 Taikoo Shing Road,1978,0.0,Hong Kong Island
            Yee Shan Mansion,7 Tai Fung Avenue,1978,0.0,Kowloon
            Nam Hoi Mansion,2 Tai Wing Avenue,1985,0.0,Kowloon
            Pak Hoi Mansion,1 Taikoo Wan Road,1985,0.0,Hong Kong Island
            Tung Hoi Mansion,8 Taikoo Shing Road,1984,0.0,Hong Kong Island
            Hing On Mansion,5 Tai Yue Avenue,,0.0,Kowloon
            Kin On Mansion,7 Tai Yue Avenue,,0.0,Kowloon
            Ko On Mansion,9 Tai Yue Avenue,,0.0,Kowloon
            Ning On Mansion,28 Taikoo Shing Road,,0.0,Hong Kong Island
            Po On Mansion,1 Tai Yue Avenue,,0.0,Kowloon
            Shun On Mansion,3 Tai Yue Avenue,,0.0,Kowloon
            Chi Sing Mansion,16 Taikoo Shing Road,1981,0.0,Hong Kong Island
            Hang Sing Mansion,3 Tai Wing Avenue,1982,0.0,Kowloon
            Hoi Sing Mansion,10 Taikoo Shing Road,1981,0.0,Hong Kong Island
            Kam Sing Mansion,3 Tai Fung Avenue,1982,0.0,Kowloon
            Ngan Sing Mansion,1 Tai Fung Avenue,1982,0.0,Kowloon
            Tien Sing Mansion,1 Tai Wing Avenue,1981,0.0,Kowloon
            Wai Sing Mansion,12 Taikoo Shing Road,1981,0.0,Hong Kong Island
            Yiu Sing Mansion,14 Taikoo Shing Road,1981,0.0,Hong Kong Island
            Poyang Mansion,6 Taikoo Shing Road,1977,0.0,Hong Kong Island
            Tai Woo Mansion,2 Taikoo Shing Road,1978,0.0,Hong Kong Island
            Tung Ting Mansion,4 Taikoo Shing Road,1976,0.0,Hong Kong Island
Taipan Court,47B Stubbs Road,1980,0.0,Hong Kong Island
Tak Bo Building,62-72 Sai Yee Street,1979,0.0,Kowloon
Tak Bo Garden,3 Ngau Tau Kok Road,1984,0.0,Kowloon
Tak Chee Yuen,88 Tat Chee Avenue,1989,0.0,Kowloon
Tak Cheong Building,24/30 Yen Chow Street &219A Yee Kuk Street,1964,0.0,Kowloon
Tak Cheong Building,"Ground Floor:44 Yiu Wa Street &28, 28A, 28B, 29, 29BCanal Road E.Upper Floors:44 Yiu Wa Street &28, 29 Canal Road E.",1966,0.0,Kowloon
Tak Cheong Building,Ground Floor:107-117 Battery Street &16-18 Kansu StreetUpper Floors:107/117 Battery Street,1977,0.0,Kowloon
Tak Cheong Commercial Building,215 Portland Street,1974,0.0,Kowloon
Tak Cheong Court,19 Tak Cheong Lane,1995,0.0,Kowloon
Tak Cheong House,Ground Floor:174/176 Ngau Tau Kok Road& 119/121 Ting On StreetUpper Floors:174 Ngau Tau Kok Road,1974,0.0,Kowloon
Tak Cheung Building,22 & 24 Wing Lok Street,1977,0.0,Kowloon
Tak Cheung Building,304-306 Portland Street &10-14 Fife Street ,1965,0.0,Kowloon
Tak Fai Building,17 & 19 Percival Street &468A Jaffe Road,1966,0.0,Hong Kong Island
Tak Fat Building,11/17 Finnie Street,1985,0.0,Kowloon
Tak Fat Building,50 & 52 Russell Street,1983,0.0,Hong Kong Island
Tak Fook Building,28 Factory Street,1987,0.0,Kowloon
Tak Fu Building,211 Yee Kuk Street,1987,0.0,Kowloon
Tak Fung Building,79-81 Connaught Road W.,1980,0.0,Kowloon
Tak Fung Building,85/91A Lai Chi Kok Road,1970,0.0,Kowloon
Tak Fung Building,Ground Floor:374-388 Reclamation StreetUpper Floors:374/388 Reclamation Street,1976,0.0,Kowloon
Tak Fung House,1/3 Morrison Hill Road &251/253 Wan Chai Road,1965,0.0,Hong Kong Island
Tak Fung House,61/63 Kai Tak Road,1970,0.0,Kowloon
Tak Hay Building,1-9 Tak Cheong Lane &18-26 Tak Cheong Street,1978,0.0,Kowloon
Tak Hing Building,170/172 Prince EdwardRoad W.,1967,0.0,Kowloon
Tak Kee House,251/255 Kwun Tong Road,1973,0.0,Kowloon
Tak Kei Building,95/105 Battery Street,1982,0.0,Kowloon
Tak King Industrial Building,27 Lee Chung Street,1984,0.0,Kowloon
Tak Lee Building,19/25 Wan Hon Street,1966,0.0,Kowloon
Tak Lee Building,270/280 Queen's Road W.,1986,0.0,Kowloon
Tak Lee Building,993 King's Road,1971,0.0,Hong Kong Island
Tak Lee Building,"Ground Floor:10, 10A, 12, 12A, 16,16A & 18 Battery StreetUpper Floors:14 Battery Street",1978,0.0,Kowloon
Tak Lee Commercial Building,113-117 Wan Chai Road,1981,0.0,Kowloon
Tak Lee Court,10 Ko Shan Road,1995,0.0,Kowloon
Tak Lee House,1001/1003 Canton Road,1977,0.0,Kowloon
Tak Lee Mansion,1/5 Argyle Street,1965,0.0,Kowloon
Tak Lung Industrial Building,179 Wai Yip Street,1967,0.0,Kowloon
Tak Man Building,29 Tak Man Street,1984,0.0,Kowloon
Tak Mansion,5 Leung Fai Terrace,1972,0.0,Kowloon
Tak May House,239/241 Des Voeux Road W.,1975,0.0,Kowloon
Tak Ming Building,271/275 Kwun Tong Road,1973,0.0,Kowloon
Tak Ming Lau,Ground Floor:6 & 8 Second StreetUpper Floors:6/8 Second Street,1989,0.0,Hong Kong Island
Tak Nga Anglo-Chinese,18 Tat Chee Avenue,1965,0.0,Kowloon
Tak Nga Primary School,20 Tat Chee Avenue,1961,1.0,Kowloon
Tak Oi Secondary School,8 Tsz Wan Shan Road,1970,1.0,Kowloon
Tak On Building,10/12A Tai Po Road,1964,0.0,Kowloon
Tak On House,9/13 Wong Chuk Street,1973,0.0,Kowloon
Tak On Mansion,3/11 Pine Street,1971,0.0,Kowloon
Tak On Mansion,32/34 Morrison Hill Road,1975,0.0,Hong Kong Island
Tak Po Building,47/49 Yen Chow Street &174/178 Fuk Wa Street,1965,0.0,Kowloon
Tak Po House,7 Hak Po Street,1985,0.0,Kowloon
Tak Shing Building,29 Tai Po Road,1979,0.0,Kowloon
Tak Shing House,23/27 Lion Rock Road,1976,0.0,Kowloon
Tak Shing Mansion,50 Tam Kung Road,1993,0.0,Kowloon
Tak Shun Industrial Building,154 Wai Yip Street,1970,0.0,Kowloon
Tak Sing Alliance Building,115 Chatham Road S.,1987,0.0,Kowloon
Tak Sing Industrial Building,28A Hung To Road,1971,0.0,Kowloon
Tak Sun Anglo-Chinese School,103 Austin Road,1956,1.0,Kowloon
Tak Sun Building,442/448 Ma Tau Wai Road,1983,0.0,Kowloon
Tak Tung House,Ground Floor:155/161 Des Voeux Road W.& 1D/1E Eastern StreetUpper Floors:155/161 Des Voeux Road W.,1964,0.0,Hong Kong Island
Tak Wah Mansion,290-296 Hennessy Road,1964,0.0,Hong Kong Island
Tak Wai Building,"Ground Floor:23, 27 Cheong Lok Street &17 Chi Wo StreetUpper Floors:25 Cheong Lok Street",1985,0.0,Kowloon
      Phase I,18/20A Man Fuk Road,1965,0.0,Kowloon
      Phase II,14/16A Man Fuk Road,1966,0.0,Kowloon
Tak Wen Building,47 & 49 Tsui Fung Street,1965,0.0,Kowloon
Tak Wing House,134 & 136 Portland Street,1976,0.0,Kowloon
Tak Wong Building,Ground Floor:206-210 Cheung Sha Wan RoadUpper Floors:208 Cheung Sha Wan Road,1977,0.0,Kowloon
Tak Woo House,17 & 19 D'Aguilar Street &2 & 3 Wo On LaneUpper Floors:1 Wo On Lane,,0.0,Hong Kong Island
Tak Wun Building,12/16 Pak Kung Street,1981,0.0,Kowloon
Tak Yan Building,Ground Floor:132/136 Des Voeux Road W.& 14 Wilmer StreetUpper Floors:132/136 Des Voeux Road W.,1966,0.0,Kowloon
Tak Yan Mansion,103/107 Lai Chi Kok Road,1968,0.0,Kowloon
Tak Yue Mansion,372/378 Shanghai Street,1971,0.0,Kowloon
Tak Yue Mansion,Ground Floor:4 & 6 Dock StreetUpper Floors:4/6 Dock Street,1990,0.0,Kowloon
Takad Centre,135 Wai Yip Street,1978,0.0,Kowloon
Takan Lodge,199-201 Johnston Road,1965,0.0,Hong Kong Island
Takshing House,20 Des Voeux Road C.,1959,0.0,Kowloon
Takshing Terrace,1 Cox's Road,1965,0.0,Kowloon
Talloway Court,90A Stanley Main Street,1977,0.0,Kowloon
Talon Tower,38 Connaught Road W. &198 Wing Lok Street,2002,0.0,Kowloon
Tam Kung Mansion,45/63A Tam Kung Road,1964,0.0,Kowloon
Tamson Plaza,161 Wai Yip Street,1998,0.0,Kowloon
Tang Chi Ngong Specialist Clinic,284 Queen's Road E.,,0.0,Kowloon
Tang Court,168 Nga Tsin Wai Road,1987,0.0,Kowloon
Tang Fai Building,Ground Floor:36/38 Tang Lung StreetUpper Floors:42 Tang Lung Street,1972,0.0,Kowloon
Tang Fat House,1/3 Bedford Road,1971,0.0,Kowloon
Tang King Po School,16 Tin Kwong Road,1953,1.0,Kowloon
Tang Lung Chau Market,59 Jardine's Bazaar,1964,0.0,Hong Kong Island
Tang Shiu Kin Building,34 Oi Kwan Road,1978,0.0,Hong Kong Island
Tang Shiu Kin Hospital,282 Queen's Road E.,,0.0,Kowloon
Tang Shiu Kin Primary School,Wong Chuk Hang Estate,,1.0,Kowloon
Tang Shiu Kin Social Service Centre,36 Oi Kwan Road,1982,0.0,Hong Kong Island
Tang Shiu Kin Victoria Government,5 Oi Kwan Road,,0.0,Hong Kong Island
Tang Tat Building,214/216 Yee Kuk Street,1968,0.0,Kowloon
Tang's Mansion,438 Nathan Road,1962,0.0,Kowloon
Tanner Court,60 Tanner Road,1976,0.0,Kowloon
Tanner Garden,18 Tanner Road,1991,0.0,Kowloon
Tat Chee Court,11 Tat Chee Avenue,1985,0.0,Kowloon
Tat Hing Building,182/186 Queen's Road W.,1973,0.0,Kowloon
Tat Lee Commercial Building,43A/43G Dundas Street &2Y Sai Yeung Choi Street S.,1978,0.0,Kowloon
Tat Ming Building,20/22A Tung Choi Street,1968,0.0,Kowloon
Tat Ming Building,244/248 Castle Peak Road,1963,0.0,Hong Kong Island
Tat Tak Building,32/34A Tak Ku Ling Road,1974,0.0,Kowloon
Tat Wo Building,108-110 Aberdeen Main Road,1975,0.0,Hong Kong Island
Taurus Building,21A-21B Granville Road,1978,0.0,Kowloon
Tavistock (Tower T3),10 Tregunter Path,1964,0.0,Kowloon
Tavistock II (Tower T2),10A Tregunter Path,1999,0.0,Kowloon
Technological and Higher Education,30 Renfrew Road,,0.0,Kowloon
Technology Plaza,651 King's Road,1995,0.0,Hong Kong Island
Teda Building,87 Wing Lok Street,1996,0.0,Kowloon
Teemko Court,57/59 Java Road,1992,0.0,Hong Kong Island
Teen Wo Building,146/148 Queen's Road W.,1980,0.0,Kowloon
Telecom House,3 Gloucester Road,1972,0.0,Hong Kong Island
Telford Gardens,33 Wai Yip Street,,0.0,Kowloon
Telford Gardens Kindergarten &,33 Wai Yip Street,1981,0.0,Kowloon
Telford House,16 Wang Hoi Road,1994,0.0,Kowloon
Telford Plaza I,33 Wai Yip Street,1981,0.0,Kowloon
Temple Mall North,136 Lung Cheung Road,,1.0,Kowloon
Temple Mall South Car Park A,108 Ching Tak Street,,1.0,Kowloon
Tempo Court,4 Braemar Hill Road,1971,0.0,Hong Kong Island
Tender Court,295 Yu Chau Street,1996,0.0,Kowloon
Teng Fuh Commercial Building,331/333 Queen's Road C.,1992,0.0,Kowloon
      Block 1,Lower Ground Floor:62 Jervois StreetGround Floor &Upper Floors:237 Queen's Road C.,,0.0,Kowloon
      Block 2,Lower Ground Floor:78 Jervois StreetGround Floor &Upper Floors:251 Queen's Road C.,,0.0,Kowloon
Tern Commercial Building,39 Granville Road,1989,0.0,Kowloon
Tern Plaza,5 Cameron Road,1994,0.0,Kowloon
Tesbury Centre,28 Queen's Road E.,1993,0.0,Kowloon
Texwood Plaza,4-6 How Ming Street &144 Wai Yip Street,1971,0.0,Kowloon
Thai Kong Building,482 Hennessy Road,1966,0.0,Hong Kong Island
Thai Wah Building,Ground Floor:262/268 Lockhart Road &1D/1E Stewart RoadUpper Floors:266 Lockhart Road,1967,0.0,Hong Kong Island
The Aberdeen Marina Club,8 Shum Wan Road,1982,0.0,Kowloon
The Albany,1 Albany Road,1989,0.0,Hong Kong Island
The Apex,16 Mount Austin Road,1972,0.0,Hong Kong Island
The Arcadia,8 Forfar Road,1989,0.0,Kowloon
The Argyle ,102 Argyle Street,2015,0.0,Kowloon
The Astoria,198 Argyle Street,1991,0.0,Kowloon
The Astrid,180 Argyle Street,1995,0.0,Kowloon
The Austine Place,38 Kwun Chung Street,2014,0.0,Kowloon
      Tower 1-3,200 Queen's Road E.,2015,0.0,Kowloon
      Tower 5,33 Tai Yuen Street,2014,0.0,Kowloon
The Avery,16 Hau Wong Road,2014,0.0,Kowloon
The Bank of East Asia Building,10 Des Voeux Road C.,1982,0.0,Kowloon
The Bank of East Asia,23 Belcher's Street,1994,0.0,Hong Kong Island
The Bauhinia,Ground Floor:119/120 Connaught Road C.& 237/239 Des Voeux Road C.Upper Floors:119/120 Connaught Road C.,1970,0.0,Kowloon
The Beachfront,7 Belleview Drive,1982,0.0,Kowloon
      Block A,82 Repulse Bay Road,,0.0,Hong Kong Island
      Block B,86 Repulse Bay Road,,0.0,Hong Kong Island
The Bedford,93 Bedford Road ,2013,0.0,Kowloon
      The Westwood,Lower Ground Floor toPodium Level 3:8 Belcher's Street,,0.0,Hong Kong Island
      Towers 1-3,Upper Floor:89 Pok Fu Lam Road,,0.0,Hong Kong Island
The Bellevue Place,8 U Lam Terrace,1999,0.0,Kowloon
The Belvedere,53-61 Plantation Road,1997,0.0,Kowloon
The Bloomsville,51 Nga Tsin Wai Road,2002,0.0,Kowloon
The Bodynits Building,3 Cameron Road,1997,0.0,Kowloon
The Bonham Mansion,63 Bonham Road,1994,0.0,Hong Kong Island
The Brentwood,11 Repulse Bay Road,1988,0.0,Hong Kong Island
The Broadville,4 Broadwood Road,1993,0.0,Hong Kong Island
The Broadway,54/62 Lockhart Road,1985,0.0,Hong Kong Island
The Caldecott,1 Caldecott Road,2004,0.0,Kowloon
The Cameron,33 Cameron Road,2009,0.0,Kowloon
The Camphora,51/52 Haiphong Road,1961,0.0,Kowloon
The Carmina,7/9 Deep Water Bay Drive,1987,0.0,Kowloon
The Catholic Diocese of,6 Welfare Road,Pre 1945?,0.0,Kowloon
The Celebrity,164A Prince Edward Road W.,2009,0.0,Kowloon
