Name of Building,Address,Year of Completion,Property_Type,Location
"Tsing Yuen Building
      ???","45-47 Tsing Yuen St.,
Tai Po",1979,,New Territories
"Tsing Yung Terrace
      *???","8 Tsing Yung St.,
Tuen Mun",1989,,New Territories
"Tsit On Ice Factory
      ????","6 Ping Tong St. E.,
Ping Shan, Yuen Long",1989,,New Territories
"Tsiu Keng Vegetable Marketing &
      Credit Co-Operative Society Ltd.
      ????????
      ???????","DD 100 STT 703
Fan Kam Rd., Ying Pun",-,,New Territories
"Tso Kung Tam Outdoor
      Recreation Centre
      ?????????","105 Route Twisk,
Tsuen Wan",-,,New Territories
"Tso Wo Villa
      ???","5A-9C Tso Wo Rd.,
Tai Mong Tsai, Sai Kung",1992,,New Territories
"Tsoi Hei House
      ???","10 Tai Shek Hau Pun Shan,
Cheung Chau",-,,New Territories
"Tsuen Bik Building
      *????","Ground Floor:
3 Hau Tei Square, Tsuen
Wan, 108/114 Hoi Pa St.
Upper Floors:
1 Hau Tei Square,
Tsuen Wan",1973,,New Territories
"Tsuen Cheong Centre
      *????",Tsuen Wan,1988,,New Territories
"      Cheong Ning Building
      ????",202/216 Sai Lau Kok Rd.,,,New Territories
"      Cheong On Building
      ????",186/200 Sai Lau Kok Rd.,,,New Territories
"Tsuen Fat Building
      *????","Ground Floor:
13/17 & 21/23 Tsuen Hing
Path, Tsuen Wan
Upper Floors:
19 Tsuen Hing Path",1973,,New Territories
"Tsuen Fung Building
      *????","Ground Floor:
39-43A Tsuen Wan
Market St.
Upper Floors:
41 Tsuen Wan Market St.",1980,,New Territories
"Tsuen Fung Centre
      ????","138-168 Sai Lau Kok Rd.,
& 144-172 Castle Peak Rd.
Tsuen Wan",1987,,New Territories
"Tsuen Hing Factory Building
      *??????","36/40 Fui Yiu Kok St.,
Tsuen Wan",1971,,New Territories
"Tsuen Kam Centre
      *????","Basement to 2nd Floor:
300-350 Castle Peak Rd.
Tsuen Wan
Upper Floors:",1986,,New Territories
"      Block 1
      ?1?","342 Castle Peak Rd.
Tsuen Wan",,,New Territories
"      Block 2
      ?2?","328 Castle Peak Rd.
Tsuen Wan",,,New Territories
"Tsuen King Building
      *?????","Ground Floor:
83-87, 91 & 93 Hoi Pa St.,
Tsuen Wan
3/5 Tsuen Hing Path
1st & 2nd Floors:
93 Hoi Pa St.
Upper Floors:
(Excl. 1st & 2nd Floors)
89 Hoi Pa St.",1973,,New Territories
"Tsuen King Circuit Market
      ?????","178 Tsuen King Circuit,
Tsuen Wan",-,,New Territories
"Tsuen King Circuit Sports Centre
      ??????","38 Mei Wan St.,
Tsuen Wan",-,,New Territories
"Tsuen King Garden
      ????",Tsuen Wan,,,New Territories
"      Tower 1
      ???",85 Tsuen King Circuit,1986,,New Territories
"      Tower 10
      ???",80 Tsuen King Circuit,1988,,New Territories
"      Tower 11
      ????",78 Tsuen King Circuit,1988,,New Territories
"      Tower 12
      ????",76 Tsuen King Circuit,1988,,New Territories
"      Tower 2
      ???",83 Tsuen King Circuit,1986,,New Territories
"      Tower 3
      ???",81 Tsuen King Circuit,1986,,New Territories
"      Tower 4
      ???",79 Tsuen King Circuit,1987,,New Territories
"      Tower 5
      ???",77 Tsuen King Circuit,1987,,New Territories
"      Tower 6
      ???",75 Tsuen King Circuit,1987,,New Territories
"      Tower 7
      ???",73 Tsuen King Circuit,1987,,New Territories
"      Tower 8
      ???",84 Tsuen King Circuit,1988,,New Territories
"      Tower 9
      ???",82 Tsuen King Circuit,1988,,New Territories
"Tsuen Lok Building
      *????","Ground Floor:
22/24 Kwan Mun Hau St.,
Tsuen Wan
1/9 & 13/17 Tsuen Lok St.
Upper Floors:
11 Tsuen Lok St.",1973,,New Territories
"Tsuen On Building
      *???","Ground Floor:
20/22 Lo Tak Court,
Tsuen Wan
Upper Floors:
24 Lo Tak Court",1972,,New Territories
"Tsuen Tak Gardens
      ????","208 Tsuen King Circuit,
Tsuen Wan",1986,,New Territories
"Tsuen Tung Factory Building
      *??????","38-40 Chai Wan Kok St.,
Tsuen Wan",1978,,New Territories
"Tsuen Wan Baptist Church
      ?????","99/113 Castle Peak Rd.,
Tsuen Wan, Tsuen Wan",-,,New Territories
"Tsuen Wan Building
      ???","Ground Floor:
37/41 Chung On St.,
Tsuen Wan
Upper Floors:
37A Chung On St.",1970,,New Territories
"Tsuen Wan Building Stage No. 2
      ??? (??)","Ground Floor:
77/81 Hoi Pa St., Tsuen Wan
2 & 6 Lo Tak Court
Upper Floors:
4 Lo Tak Court",1972,,New Territories
"Tsuen Wan Catholic Primary School
      ???????","37/41 Tak Wah St.,
Tsuen Wan",-,,New Territories
"Tsuen Wan Centre
      *????",Tsuen Wan,,,New Territories
"      Anking House
      ???",97 Tsuen King Circuit,1980,,New Territories
"      Chengtu House
      ???",92 Tsuen King Circuit,1982,,New Territories
"      Chungking House
      ???",95 Tsuen King Circuit,1980,,New Territories
"      Hangchow House
      ???",103 Tsuen King Circuit,1979,,New Territories
"      Hangyang House
      ???",88 Tsuen King Circuit,1982,,New Territories
"      Kunming House
      ???",94 Tsuen King Circuit,1981,,New Territories
"      Kwangchow House
      ???",99 Tsuen King Circuit,1980,,New Territories
"      Kweilin House
      ???",101 Tsuen King Circuit,1980,,New Territories
"      Kweiyang House
      ???",90 Tsuen King Circuit,1982,,New Territories
"      Nanchang House
      ???",86 Tsuen King Circuit,1982,,New Territories
"      Nanking House
      ???",89 Tsuen King Circuit,1980,,New Territories
"      Nanning House
      ???",96 Tsuen King Circuit,1981,,New Territories
"      Peking House
      ???",87 Tsuen King Circuit,1980,,New Territories
"      Shanghai House
      ???",93 Tsuen King Circuit,1980,,New Territories
"      Shenyang House
      ???",102 Tsuen King Circuit,1980,,New Territories
"      Soochow House
      ???",105 Tsuen King Circuit,1980,,New Territories
"      Tai Yuan House
      ???",98 Tsuen King Circuit,1981,,New Territories
"      Tientsin House
      ???",91 Tsuen King Circuit,1980,,New Territories
"      Tsinan House
      ???",100 Tsuen King Circuit,1980,,New Territories
"Tsuen Wan Chiu Chow
      Public School
      ??????","80 Hoi Pa St., Tsuen Wan",-,,New Territories
"Tsuen Wan Garden
      *????","Lower Ground, Upper
Ground, 2nd to 3rd Floor :
15/23 Castle Peak Rd.
Tsuen Wan
1st Floor:
19 Castle Peak Rd.
Tsuen Wan
4th-18th Floors:",1980,,New Territories
"      Fortune Court
      ???","15 Castle Peak Rd.
Tsuen Wan",1980,,New Territories
"      Glory Court
      ???","17 Castle Peak Rd.
Tsuen Wan",1980,,New Territories
"      Jade Court
      ???","12-18 Texaco Rd.,
Tsuen Wan",1982,,New Territories
"      Lucky Court
      ???","23 Castle Peak Rd.
Tsuen Wan",1980,,New Territories
"      Merry Court
      ???","21 Castle Peak Rd.
Tsuen Wan",1980,,New Territories
"Tsuen Wan Government Offices
      ??????","38 Sai Lau Kok Rd.,
Tsuen Wan",-,,New Territories
"Tsuen Wan Government
      Primary School
      ??????","600 Castle Peak Rd.
Tsuen Wan, Tsuen Wan",-,,New Territories
"Tsuen Wan Government
      Secondary School
      ??????","70 Hoi Pa St., Tsuen Wan",-,,New Territories
"Tsuen Wan Industrial Building
      *??????","59/71 Wang Lung St.,
Tsuen Wan",1973,,New Territories
"Tsuen Wan Industrial Centre
      *??????","220-248 Texaco Rd.,
Tsuen Wan",1980,,New Territories
"Tsuen Wan International Centre
      ??????","68 Wang Lung St.,
Tsuen Wan",1994,,New Territories
"Tsuen Wan Lutheran School
      ??????","Cheung Shan Estate,
Tsuen Wan",-,,New Territories
"Tsuen Wan Magistracy Building
      ??????","70 Tai Ho Rd., Tsuen Wan",-,,New Territories
"Tsuen Wan Maurine Grantham
      Maternal and Child Health Centre
      ??????????","115 Castle Peak Rd.
Tsuen Wan, Tsuen Wan",,,New Territories
"Tsuen Wan MTR Station
      Multi-Storey Car Park Building
      ????????????","174/208 Castle Peak Rd.
Tsuen Wan, Tsuen Wan",-,,New Territories
"Tsuen Wan Park
      ????","59 Wing Shun St.,
Tsuen Wan",-,,New Territories
"Tsuen Wan Plaza
      ????","4-30 Tai Pa St., Tsuen Wan",1990,,New Territories
"Tsuen Wan Police Station
      ????","23 Tsuen King Circuit,
Tsuen Wan",-,,New Territories
"Tsuen Wan Public Ho Chuen Yiu
      Memorial College
      ???????????","3 Shek Wai Kok Rd.,
Shek Wai Kok Estate,
Kwai Chung",-,,New Territories
"Tsuen Wan Public School
      ??????","3 Shek Wai Kok Rd.,
Shek Wai Kok Estate,
Kwai Chung",-,,New Territories
"Tsuen Wan Riviera Park
      ??????","2A Yi Hong St.,
Tsuen Wan",-,,New Territories
"Tsuen Wan Sewage Pumping
      Station
      ???????","32 Wing Shun St.,
Tsuen Wan",-,,New Territories
"Tsuen Wan Town Hall
      ?????","72 Tai Ho Rd.,
Tsuen Wan",-,,New Territories
"Tsuen Wan Town Square
      *??????","67-95 Tsuen Wan
Market St., Tsuen Wan",1989,,New Territories
"Tsuen Wan Trade Association
      Primary School
      ??????","Tsing Yi Estate, Tsing Yi",-,,New Territories
"Tsuen Wan Transport Complex
      ??????","98 Tai Ho Rd.,
Tsuen Wan",-,,New Territories
"Tsuen Wan West Sports Centre
      ???????","68 Hoi On Rd., Tsuen Wan",-,,New Territories
"Tsui Lai Garden
      ????","9 Fung Nam Rd.,
Sheung Shui
(See Appendix IV)",1989,,New Territories
"      Blocks 1-6
      ?1?6?",(See Appendix IV),,,New Territories
"Tsui Lam Estate
      ???","11 Tsui Lam Rd.,
Tseung Kwan O
(See Appendix I)",,,New Territories
"      Choi Lam House
      ???",(See Appendix I),,,New Territories
"      Fai Lam House
      ???",(See Appendix I),,,New Territories
"      Hong Lam House
      ???",(See Appendix I),,,New Territories
"      Nga Lam House
      ???",(See Appendix I),,,New Territories
"      On Lam House
      ???",(See Appendix I),,,New Territories
"      Pik Lam House
      ???",(See Appendix I),,,New Territories
"      Sau Lam House
      ???",(See Appendix I),,,New Territories
"      Yan Lam House
      ???",(See Appendix I),,,New Territories
"Tsui Lam Sports Centre
      ?????","11 Tsui Lam Rd.
Tsui Lam Estate
Tseung Kwan O",-,,New Territories
"Tsui Ning Garden
      *????","2 Fung On St.,
Tuen Mun
(See Appendix IV)",1991,,New Territories
"      Blocks 1-6
      ?1?6?",(See Appendix IV),,,New Territories
"Tsui Pak Terrace
      ???","DD 92 Lot 739 sB RP,
Off Castle Peak Rd.
Kwu Tung, North",-,,New Territories
"Tsui Tong Garden
      ????","DD 117 Lot 1146 s.A,
C & RP, Kiu Hing Rd.,
Yuen Long",-,,New Territories
"Tsui Tsuk Lam
      ???","83 Ha Wo Che Village,
Sha Tin",-,,New Territories
"Tsui Wah House
      ???","7/11 Tai Fung St.,
Yuen Long",1971,,New Territories
"Tsui Yiu Court
      *???","1 Lai Chi Ling Rd.,
Kwai Chung
(See Appendix III)",1981,,New Territories
"      Block A
      A?",(See Appendix III),,,New Territories
"Tsui Yuen
      ??","17 Tai Kwai Wan San Tsuen,
Cheung Chau",-,,New Territories
"Tsun Mee Industrial Building
      ??????","8 Wang Yip St. E.,
Yuen Long",1987,,New Territories
"Tsung Him School
      ????","10 Lok Tung St., Fanling",-,,New Territories
"Tsung Tsin College
      ????","9 Leung Choi Lane,
Tuen Mun",-,,New Territories
"Tsung Yuen
      ??","GLL C9061,
1B Tai Kwai Wan San Tsuen,
Cheung Chau",-,,New Territories
"Tsz Shan Monastery
      ???","88 Universal Gate Rd.
Tai Po",,,New Territories
"Tsz Shou Villa
      ???","DD 83 C.L.L. No. T14302,
Off Sha Tau Kok Rd.,
Lung Yeuk Tau",-,,New Territories
"Tsz Tin Garden
      ????","112-115 Tsz Tin Tsuen,
Tuen Mun",-,,New Territories
"Tuen Fu Road Disciplined
      Services Quarters
      ?????????","15 Tuen Fu Rd.,
Tuen Mun",-,,New Territories
"Tuen King Building
      *????","8 Tsing Hoi Circuit,
Tuen Mun",1982,,New Territories
Tuen King Villa,"161 Tsing Shan Tsuen,
Tuen Mun",-,,New Territories
"Tuen Mun Caritas Social Centre
      ????????","3 Wong Yin St., Tuen Mun",-,,New Territories
"Tuen Mun Catholic Secondary School
      ???????","Kin Sang Estate, Tuen Mun",-,,New Territories
"Tuen Mun Central Square
      *??????","22 Hoi Wing Rd.,
Tuen Mun",1999,,New Territories
"Tuen Mun Centre
      *??????","Ground Floor:
2-8 Wo Ping Path, Tuen Mun
7-11, 15-25, 29, 33-35,
Yan Ching St., Tuen Mun
1st-3rd Floors:
27 Yan Ching St., Tuen Mun
Upper Floors:
13 & 31 Yan Ching St.,
Tuen Mun",1977,,New Territories
"Tuen Mun Clinic
      ????","11 Tsing Yin St., Tuen Mun",-,,New Territories
"Tuen Mun Court
      *???","2 Tsing Yung St.,
Tuen Mun",1983,,New Territories
"Tuen Mun Eye Centre
      ??????","4 Tuen Lee St.,
Tuen Mun",-,,New Territories
"Tuen Mun Fa Yuen
      *????","6 Tsing Hoi Circuit,
Tuen Mun",1981,,New Territories
"Tuen Mun Girl's Home
      ?????","22 Yeung Tsing Rd.,
Tuen Mun",-,,New Territories
"Tuen Mun Government Offices
      ??????","1 Tuen Hi Rd., Tuen Mun",-,,New Territories
"Tuen Mun Government
      Secondary School
      ??????","393 Castle Peak Rd.
Castle Peak Bay",-,,New Territories
"Tuen Mun Government
      Storage Centre
      ????????","1 San Yick Lane, Tuen Mun",-,,New Territories
"Tuen Mun Hospital
      ????","23 Tsing Chung Koon Rd.,
Tuen Mun",-,,New Territories
"      Ambulatory Care Centre
      ??????",,,,New Territories
"      Maggie's Cancer Caring Centre
      ????????",,,,New Territories
"      Rehabilitation Block
      ????",,,,New Territories
"Tuen Mun Industrial Centre
      *??????","2 San Ping Circuit,
Tuen Mun",1979,,New Territories
"Tuen Mun Long Stay Care Home
      ???????",2/6 Tsing San Path,1989,,New Territories
"Tuen Mun Lutheran Church
      ??????","15 Tsing Yin St.,
Tuen Mun",-,,New Territories
"Tuen Mun Marine Office
      ??????","15 Sam Shing St.,
Tuen Mun",-,,New Territories
"Tuen Mun North West Swimming Pool
      ???????","95 Ming Kum Rd.,
Tuen Mun",-,,New Territories
"Tuen Mun Parklane Square
      ??????","2 Tuen Hi Rd., Tuen Mun",1997,,New Territories
"Tuen Mun School
      ????","254 Tuen Tsz Wai,
Tuen Mun",-,,New Territories
"Tuen Mun Skills Centre
      ????????","1 Fung On St., Tuen Mun",-,,New Territories
"Tuen Mun Swimming Pool
      ?????","8 Hoi Wong Rd.,
Tuen Mun",-,,New Territories
"Tuen Mun Town Hall
      ?????","3 Tuen Hi Rd.,
Tuen Mun",1986,,New Territories
"Tuen Mun Town Plaza
      *?????",Tuen Mun,,,New Territories
"      Block 8
      ?8?",2 Tuen Yan St.,1992,,New Territories
"      Blocks 1-2
      ?1-2?",3 Tuen Lung St.,1988,,New Territories
"      Blocks 3-5
      ?3-5?",1 Tuen Shun St.,1987,,New Territories
"      Blocks 6-7
      ?6-7?",1 Tuen Shing St.,1987,,New Territories
"Tuen Mun Treatment Works
      Staff Quarters
      ?????????","11 Fu Tei Rd., Tuen Mun",-,,New Territories
"Tuen Mun Vehicle Servicing
      Station","202 Lung Mun Rd.,
Tuen Mun",-,,New Territories
"Tuen Mun Wu Hong Police Quarters
      ????????","8 Wu Hong St.,
Tuen Mun",-,,New Territories
"Tui Min Hoi Chuen
      ????","DD 215 Lot 987,
Tui Min Hoi, Sai Kung
(See Appendix II)",,,New Territories
"      Hoi Cheong Lau
      ???",(See Appendix II),,,New Territories
"      Hoi Fu Lau
      ???",(See Appendix II),,,New Territories
"      Hoi Ning Lau
      ???",(See Appendix II),,,New Territories
"      Hoi Tai Lau
      ???",(See Appendix II),,,New Territories
"Tun Yu School
      ????","DD 102 Lots 119, 120 etc.,
Off Castle Peak Rd.
San Tin",-,,New Territories
"Tung Cheong Building
      *???","59B Yuen Long On Ning Rd.,
Yuen Long",1979,,New Territories
"Tung Cheong Factory Building
      ??????","177/181 Yeung Uk Rd.,
Tsuen Wan",1971,,New Territories
"Tung Chun Industrial Building
      ??????",Kwai Chung,1981,,New Territories
"      Block A
      A?",9-11 Cheung Wing Rd.,,,New Territories
"      Block B
      B?",11-13 Tai Yuen St.,,,New Territories
"Tung Chung Catholic School
      ???????","8 Yat Tung St.,
Yat Tung Estate,
Tung Chung",-,,New Territories
"Tung Chung Crescent
      ????",Tung Chung,,,New Territories
"      Blocks 1-3
      ?1-3?",1 Hing Tung St.,1998,,New Territories
"      Blocks 5-9
      ?5-9?",2 Mei Tung St.,1999,,New Territories
"Tung Chung Fire Station-cum-
      Ambulance Depot
      ?????????","3 Shun Tung Rd.,
Tung Chung",-,,New Territories
"Tung Chung Health Centre
      ??????","6 Fu Tung St.,
Tung Chung",-,,New Territories
"Tung Chung Municipal Services
      ??????","39 Man Tung Rd.,
Tung Chung, Lantau Island",-,,New Territories
"Tung Chung North Park
      ?????","29 Man Tung Rd.,
Tung Chung Lantau Island",-,,New Territories
"Tung Chung Our Lady Kindergarten
      ???????","13 Sheung Ling Pei,
Tung Chung",-,,New Territories
"Tung Chung Outdoor Recreation
      Camp
      ???????","38 Ngau Au Village,
Tung Chung",1990,,New Territories
"Tung Chung Post Office
      ????","6 Mei Tung St.,
Tung Chung",-,,New Territories
"Tung Chung Recreation Centre
      ???????","35 Ngau Au Tsuen,
Tung Chung",-,,New Territories
"Tung Chung Rural Committee
      ???????","12A Sheung Ling Pei,
Tung Chung, Lantau Island",-,,New Territories
"Tung Chung Swimming Pool
      ?????","5 Tat Tung Rd.,
Tung Chung Lantau Island",-,,New Territories
"Tung Chung Wan Telephone
      Exchange
      ???????","12 Cheung Tung Rd.,
Tung Chung",1998,,New Territories
"Tung Fai Court
      ???","2 Shui Che Kwun St.,
Yuen Long",1984,,New Territories
"Tung Fat Building
      *????","9 Ping Wui St., Yuen Long",1977,,New Territories
"Tung Fook Building
      *????","186/194 Castle Peak Rd.
Yuen Long",1967,,New Territories
"Tung Fuk Building
      *???","148-150 Kwong Fuk Rd.,
Tai Po",1974,,New Territories
"Tung Kok Terrace
      ???","DD 185 Lots 484,
494, 495, 511 & 525,
Off Tai Po Rd. Sha Tin",-,,New Territories
"Tung Koon San Tsuen
      ????","2 Tung Koon San Tsuen,
Cheung Chau",-,,New Territories
"Tung Koon School
      ????","DD 51, CLL T19831 &
Lot 1119 RP, Off Jockey
Club Rd., Sheung Shui",-,,New Territories
"Tung Koon School
      ????","DD 6 Lot 1600,
Off Kam Shan Rd., Tai Po",-,,New Territories
"Tung Kuang Tai
      ???","DD 186 Part of Lot 371 RP,
Off Tai Po Rd. Sha Tin",-,,New Territories
"Tung Lo Wan Villa
      ?????","DD 179 Lots 616, 625, 628
s.B & 683, Off Tai Po Rd.
Sha Tin, Sha Tin",-,,New Territories
"Tung Loi Court
      ???","29 Kwok Man Rd.,
Cheung Chau",-,,New Territories
"Tung Lok Building
      *???","Ground Floor:
140,142 Kwong Fuk Rd.,
Tai Po, 30, 34 Wan Tau St.
Upper Floors:
32 Wan Tau St.",1975,,New Territories
"Tung Lok Building
      *???","Ground Floor:
13/15 Kwong Fuk Lane &
14 Po Heung Square, Tai Po
Upper Floors:
13/15 Kwong Fuk Lane",1972,,New Territories
"Tung Lok House
      ???","Ground floor:
76, 80, 82 & 86 Jockey
Club Rd., Shek Wu Hui
Upper Floors:
78 & 84 Jockey Club Rd.",1973,,New Territories
"Tung Luen Industrial Building
      *??????","319-325 Castle Peak Rd.
Kwai Chung &
1-4 Yip Shing St.,
Kwai Chung",1977,,New Territories
"Tung Lum Buddhist Aged Home
      ???????","29 Tung Lam Terrace,
Tsuen Wan",-,,New Territories
"Tung Lum Nien Fah Tong
      ?????","29 Tung Lam Terrace,
Tsuen Wan",-,,New Territories
"Tung Ming Industrial Building
      *??????","3 San Yick Lane,
Tuen Mun",1977,,New Territories
"Tung Po Building
      ???","Ground Floor:
464 & 468 Castle Peak Rd.
Kwai Chung, Kwai Chung
Upper Floors:
466 Castle Peak Rd.
Kwai Chung",1968,,New Territories
"Tung Shing Building
      ???","6 Kiu Lok Square,
Yuen Long",1982,,New Territories
"Tung Sing Building
      ???","Ground Floor:
27-29 Tai Fung St., 27-29
Yuen Long Tai Hang St. &
8A Yuen Long Tung Tai St.,
Yuen Long
Upper Floors:
8B Yuen Long Tung Tai St.",1979,,New Territories
"Tung Tai San Tsuen
      ????",Cheung Chau Lot 1490,1981,,New Territories
"Tung Tak Centre
      ????","25/27 Lam Tin St.,
Kwai Chung",1989,,New Territories
"Tung Tak School
      ????","DD 109 Off Kam Tin Rd.,
Kam Tin",-,,New Territories
"Tung Tsz Scout Training Centre
      ?????","DD 14 Lot 578 Tung Tsz,
Tai Po",-,,New Territories
"Tung Wai Court
      *???","3 Tsing Ling Path,
Tuen Mun",1983,,New Territories
"Tung Wan Primary School
      ????","DD 319 Lot 141 Shek Pik
Reservoir Rd., Lantau Island",-,,New Territories
"Tung Wan Villa
      *????","26A Shan Ting Tsuen,
Peng Chau",-,,New Territories
"Tung Yick Building
      *????","8 Yu King Square,
Yuen Long",1984,,New Territories
"Tung Yick Market
      ????","1 Hop Choi St., Yuen Long",-,,New Territories
"Tung Yu Lau
      ???","1-7 Pak She St.,
Cheung Chau",1978,,New Territories
"Tung Yuen
      ??","DD 77 C.L.L. T12482,
Off Ping Che Rd., Ping Che",-,,New Territories
"Twilight Villa
      *???","5 Fei Wan Rd.,
Clear Water Bay",1986,,New Territories
"Twin Bay Villas
      *????","DD 243 Lot 1478,
Clear Water Bay Rd.",1971,,New Territories
"Twin Peaks
      ??","9 Chi Shin St.,
Tseung Kwan O",2016,,New Territories
"      Towers 1 – 2
      1 - 2?",,,,New Territories
"Twin Regency
      ??","11 Tak Yip St.,
Yuen Long",2017,,New Territories
"      Tower 1
      1?",,,,New Territories
"      Tower 2
      2?",,,,New Territories
Tyburn House,"4 & 5 Chuk Yeung Rd.,
Sai Kung",-,,New Territories
"Tycoon Place
      *????","38 Lo Fai Rd., Tai Po",1998,,New Territories
"UCL House
      ??????","374-380 Castle Peak Rd.
Tsuen Wan, Tsuen Wan",1972,,New Territories
"Un Long Hop Yick Co. Ltd.
      Building
      *??????????","25 Castle Peak Rd.
Yuen Long, Yuen Long",1988,,New Territories
"Unicorn Garden
      *????","200-203, 205-206, 211-213,
215-217, 221-223, 225-233,
235-240 & 242
Kei Lun Wai &
31-34 Tsz Tin Tsuen,
Tuen Mun",-,,New Territories
"Union Building
      *???","Ground Floor:
146, 150, 152, 156, 158,
162, 164, 168, 170, 174,
176, 180, 182, 186 & 188
Sha Tsui Rd. &
71 & 73 Yuen Tun Circuit,
Tsuen Wan
Upper Floors:
148, 154, 160, 166,
172, 178, 184 &
188A Sha Tsui Rd.",1971,,New Territories
"Union Hospital
      ????","18 Fu Kin St.,
Sha Tin",1994,,New Territories
"      Union Court
      ???",,,,New Territories
"Union Plaza
      ????","9 Wo Muk Rd.,
Fanling",1994,,New Territories
"Unison Industrial Centre
      *??????","27-31 Au Pui Wan St.,
Sha Tin",1982,,New Territories
"Universal Industrial Building
      ??????","52-66 Sha Tsui Rd.,
Tsuen Wan",1960,,New Territories
"Universal Industrial Centre
      ??????","19-25 Shan Mei St.,
Sha Tin",1981,,New Territories
"Uptown
      ??","600 Castle Peak Rd.
Hung Shui Kiu, Yuen Long",2011,,New Territories
"Uptown Plaza
      *????","9 Nam Wan Rd., Tai Po",1991,,New Territories
"UTi Logistics Centre
      ?????????","18 Hoi Wah Rd.,
Tuen Mun",2006,,New Territories
"Valencia Gardens
      *????","23 Hang Hau Wing Lung Rd.,
Sai Kung",1979,,New Territories
"Valiant Industrial Centre
      ??????","2-12 Au Pui Wan St.,
Sha Tin",1982,,New Territories
"Valid Industrial Centre
      ??????","13-15 Wing Kei Rd. &
20-22 Wing Lap St.,
Kwai Chung",1981,,New Territories
"Valley View
      *??","15 Lok Yuen Path,
Sha Tin",1983,,New Territories
"Valtorta College
      ?????","DD 6 Lot 1822,
Off Wan Tau St., Tai Po",1977,,New Territories
"Van Zuiden Dormitory
      ????","DD 319 Lot 141,
Shek Pik Reservoir Rd.,
Lantau Island",1989,,New Territories
"Vanta Industrial Centre
      ??????","21-33 Tai Lin Pai Rd.,
Kwai Chung",1988,,New Territories
"Vega Suites
      ???","3 Tong Tak St.
Tseung Kwan O",2012,,New Territories
"Vegetable Marketing Organization
      Kam Tin Depot
      ??????????","DD 109 C.L. Licence No.
Y7695, Off Kam Tin Rd.,
Kam Tin",-,,New Territories
"Venice Garden
      ?????","1 Po Wing Rd.,
Sheung Shui",1993,,New Territories
"Venice Gardens
      ????","12 Leung Tak St.,
Tuen Mun",1992,,New Territories
"Venice Villa
      ???","DD 244 Lots 1999-2013
Ho Chung Rd., Sai Kung",-,,New Territories
"Venus Industrial Building
      *??????","45/51 Tai Lin Pai Rd.,
Kwai Chung",1972,,New Territories
"Verbena Heights
      *????","8 Mau Tai Rd.,
Tseung Kwan O
(See Appendix II)",,,New Territories
"      Block 1-7
      ?1?7?",(See Appendix II),,,New Territories
"Verdant Villa
      ????","128 Castle Peak Rd.
Castle Peak Bay",1999,,New Territories
"Veristrong Industrial Centre
      ??????","34-36 Au Pui Wan St.,
Sha Tin",1988,,New Territories
"Vermont Villa
      ????","11/13 Hang Lok Lane,
Sha Tin",2004,,New Territories
"Vianni Cove
      ???","33 Tin Kwai Rd.,
Tin Shui Wai",2004,,New Territories
"Victory Building
      *????","Ground Floor &
Upper Ground Floor:
3 Tsing Min Path, Tuen Mun
1st & Above Floors:
199 Castle Peak Rd.
San Hui, Tuen Mun",1984,,New Territories
"Victory Building
      *???","Ground Floor:
83/87 Yuen Long On Lok Rd.,
7/11 Yuen Long Tung Tai St.,
Yuen Long
Upper Floors:
83/87 Yuen Long On Lok Rd.",1973,,New Territories
"Victory Court
      *???","Ground Floor:
30/36 & 40/42 Shun Fong
St. & 9/11 Ko Fong St.,
Kwai Chung
Upper Floors:
38 Shun Fong St.",1973,,New Territories
"Victory Court
      *????","Ground-2nd Floors:
185 Castle Peak Rd.
Tsuen Wan,
Tsuen Wan
3rd-22nd Floors:
187 Castle Peak Rd.
Tsuen Wan",1980,,New Territories
"Victory Garden
      *????","153 Tai Loong St.,
Kwai Chung",1988,,New Territories
"Victory Industrial Building
      *??????","151/157 Wo Yi Hop Rd.,
Kwai Chung",1972,,New Territories
"Vienna Garden
      *?????","1 Kat Cheung Crescent,
Fanling",1993,,New Territories
"Vienna Villa
      ????","33 Fuk Shun St.,
Yuen Long",1995,,New Territories
"Viet Huong Building
      ????","28 Hoi Wah Rd.,
Tuen Mun",2006,,New Territories
"View Point
      ????","DD 229 Lot 231,
A Kung Wan,
Clear Water Bay",1988,,New Territories
"Vigor Industrial Building
      ??????","14-20 Cheung Tat Rd.,
Tsing Yi",1986,,New Territories
"Vigor Industrial Building
      *??????","49-53 Ta Chuen Ping St.,
Kwai Chung",1982,,New Territories
"Viking Technology &
      Business Centre
      ????????","93 Ta Chuen Ping St.,
Kwai Chung",2005,,New Territories
"Villa Alfavista
      *????","39 Castle Peak Rd.
Tsing Lung Tau,
Tsuen Wan",1973,,New Territories
"Villa Art Deco
      *???","9 Town Park Rd. S.,
Yuen Long",1998,,New Territories
"Villa Athena
      ???","600 Sai Sha Rd.,
Ma On Shan",1994,,New Territories
Villa Augustana,"3 To Fung Shan Rd.,
Sha Tin",1950,,New Territories
"Villa Blanche
      *????","10 Hang Hau Wing
Lung Rd., Sai Kung",1978,,New Territories
"Villa By The Park
      ???","139 Castle Peak Rd.
Ping Shan, Yuen Long",2002,,New Territories
"Villa Camellia
      *????","8 Fairview Park Boulevard,
Yuen Long",1995,,New Territories
"Villa Castell
      *????","20 Yau King Lane,
Tai Po",1992,,New Territories
