Name of Building,Address,Year of Completion,Property_Type,Location
"Wing Hong Mansion
      *????",60/62 MacDonnell Rd.,1974,,
"Wing Kai Building
      ???",108/110A Fuk Wing St.,1976,,
"Wing Kee Building
      *????","3A Pak Hoi St. &
61/65 Reclamation St.",1962,,
"Wing Kee Commercial Building
      *??????",156/162 Castle Peak Rd.,1985,,
"Wing Kee Mansion
      *????",196/202A Hai Tan St.,1971,,
"Wing Kee Mansion
      *????",23-25 Stone Nullah Lane,1978,,
"Wing Ki House
      ???","Ground Floor:
13 & 15 Ki Lung St.
Upper Floors:
13, 13A & 15 Ki Lung St.",1976,,
"Wing Kin Building
      *???",26/28 Pau Chung St.,1979,,
"Wing Kin Mansion
      *???","Ground Floor:
83, 87 & 89 Fung Tak Rd.
Upper Floors:
85 Fung Tak Rd.",1970,,
"Wing Kit Building
      *???",84-86 Thomson Rd.,1978,,
"Wing Kiu Building
      *????",530 Nathan Rd.,1966,,
"Wing Kut Industrial Building
      *??????",608 Castle Peak Rd.,1983,,
"Wing Kwai House
      *???",6/8 Kwai Heung St.,1969,,
"Wing Kwok Centre
      ????",182 Woosung St.,1996,,
"Wing Kwong Pentecostal
      Holiness Church
      ?????????",22 Heng Lam St.,-,,
"Wing Lam Building
      *????","Ground Floor:
26A-26D Ko Shan Rd. &
1A-1J San Lau St.
Upper Floors:
1D San Lau St.",1981,,
"Wing Lee Building
      *???",2/2A Shelley St.,1970,,
"Wing Lee Building
      ???",26 Nga Tsin Long Rd.,1984,,
"Wing Lee Building
      *????",27/33 Kimberley Rd.,1963,,
"Wing Lee Building
      ????",74/76 Oak St.,1977,,
"Wing Lee Building
      *???","Ground Floor:
32/38 Spring Garden Lane
& 7 Sam Pan St.
Upper Floors:
40 Spring Garden Lane",1966,,
"Wing Lee Building
      *????",18/24 Kwai Heung St.,1977,,
"Wing Lee Factory Building
      *??????","Ground Floor:
33-35 Beech St.,
26 Ivy St.
Upper Floors:
28 Ivy St.",1983,,
"Wing Lee Industrial Building
      *??????",54/58 Tong Mi Rd.,1984,,
"Wing Lee Mansion
      *????",25 Austin Avenue,1968,,
"Wing Lee Mansion
      *????","Ground Floor:
138, 140, 144 & 146
Fuk Wing St.
Upper Floors:
142 Fuk Wing St.",1980,,
"Wing Lee Wai Building
      ?????",124 Wing Lok St.,1972,,
"Wing Lok Building
      *????","16/30A Tseuk Luk St. &
1/3 Yin Hing St.",1964,,
"Wing Lok House
      *????","Ground Floor:
1/3A Lock Rd. &
14/16A Peking Rd.
Upper Floors:
1A Lock Rd. &
14, 16 Peking Rd.",1962,,
"Wing Lok Mansion
      *????","46/48 New Market St. &
160/162 Wing Lok St.",1968,,
"Wing Loong Building
      *????",260/266 Castle Peak Rd.,1991,,
"Wing Luen Mansion
      *????","82/86 Yen Chow St. &
177A/177C Fuk Wa St.",1965,,
"Wing Lung Bank Centre
      ??????",636 Nathan Rd.,1975,,
"Wing Lung Building
      *????","220/240A Castle Peak Rd. &
20 & 22 Wing Lung St.",1964,,
"Wing Ming Building
      *????","Ground Floor:
34/42 Yen Chow St. &
212A/212B Yee Kuk St.
Upper Floors:
34/42 Yen Chow St.",1971,,
"Wing Ming Building
      *???","Ground Floor:
110/112, 116/122
Ting On St. &
60/64 Ting Yip St.
Upper Floors:
114 Ting On St.",1972,,
"Wing Ming Building
      *????",223/227A Lai Chi Kok Rd.,1967,,
"Wing Ming Industrial Centre
      *??????",15 Cheung Yue St.,1978,,
"Wing Mui Building
      *????","147, 149 & 149A
Sai Yee St.",1962,,
"Wing Ngai Mansion
      *????",9/15 Luen On St.,1967,,
"Wing Ning Building
      ????",17 Cheung Fat St.,1989,,
"Wing Ning Building
      *????","Ground Floor:
39-39C Cheung Wah St.
501-511B Shun Ning Rd.
Upper Floors:
501/511 Shun Ning Rd.",1984,,
"Wing Ning Mansion
      *???",43 Yuet Wah St.,1965,,
"Wing On Building
      *????",206 Fuk Wa St.,1982,,
"Wing On Building
      *????",230/232 Lockhart Rd.,1970,,
"Wing On Building
      *???",38/40 Hollywood Rd.,1972,,
"Wing On Building
      *????","Ground Floor:
250-252 Cheung Sha Wan Rd. 
Upper Floors:
250, 250A & 252
Cheung Sha Wan Rd.",1965,,
"Wing On Building
      *????","Ground Floor:
21, 21A, 23, 25A &
27 Wai Ching St.
Upper Floors:
25 Wai Ching St.",1984,,
"Wing On Centre
      ????","Ground Floor:
209-211 Des Voeux Rd. C.
& 110, 112, 113 & 114
Connaught Rd. C.
Upper Floors:
111 Connaught Rd. C.",1977,,
"Wing On Cheong Building
      ?????",5 Wing Lok St.,1991,,
"Wing On Court
      *???",24 Ho Man Tin Hill Rd.,1977,,
"Wing On Godown Building
      ??????",1 Wang Kee St.,1984,,
"Wing On House
      *???",57-65 Wan Fung St.,1971,,
"Wing On House
      *??????",71 Des Voeux Rd. C.,1967,,
"Wing On House
      ???","Ground Floor:
208/212 Shanghai St. &
14 Pak Hoi St.
Upper Floors:
208/212 Shanghai St.",1966,,
"Wing On Kowloon Centre
      ??????",345 Nathan Rd.,1999,,
"Wing On Life Building
      ??????",22/22A Des Voeux Rd. C.,1956,,
"Wing On Lodge
      *????",72-82 Blue Pool Rd.,1984,,
"Wing On Mansion
      *????",5/11 Bowrington Rd.,1974,,
"Wing On Plaza
      *????",62 Mody Rd.,1981,,
"Wing On Towers
      *???",7/9 Boyce Rd.,1974,,
"Wing On Villas
      *???",7 Peel Rise,1975,,
"Wing Po Mansion
      *????",33 Fort St.,1989,,
"Wing Pong House
      *???",161/163 Fuk Wing St.,1978,,
"Wing Shan Industrial Building
      ??????",428 Cha Kwo Ling Rd.,1984,,
"Wing Sheung Building
      *????",172/176A Reclamation St.,1970,,
"Wing Shing Building
      *????",24/26A Davis St.,1958,,
"Wing Shing Building
      *???",357 & 359 Queen's Rd. W.,1976,,
"Wing Shing Building
      *????","Ground Floor:
25/35 Castle Peak Rd. &
116 Yen Chow St.
Upper Floors:
31 Castle Peak Rd.",1975,,
"Wing Shing House
      *???",19-21 Kai Tak Rd.,1968,,
"Wing Shing House
      *???",70/82 Sheung Fung St.,1969,,
"Wing Shing House
      *???","Ground Floor:
168, 170 Wing Lok St. &
54, 56 New Market St.
Upper Floors:
168/170 Wing Lok St.",1985,,
"Wing Shing Industrial Building
      *??????",26 Ng Fong St.,1979,,
"Wing Shing Mansion
      *????",7 Cross Lane,1987,,
"Wing Shiu Building
      *???",63/71 Wan Hon St.,1967,,
"Wing Shun Building
      *????","14-26 Shui Wo St. &
47-49 Fu Yan St.",1965,,
"Wing Shun Building
      *????","53/67 Larch St. &
4 Lime St.",1961,,
"Wing Shun Building
      *????",64/66 Bonham Strand W.,1971,,
"Wing Shun Mansion
      ????",9 Kin Wah St.,1992,,
"Wing Shung Building
      *???",94/96 Cheung Sha Wan Rd.,1975,,
"Wing Sing Building
      *????",36/40 Temple St.,1978,,
"Wing Sing Commercial Building
      ??????",2 Wing Sing Lane,1996,,
"Wing Sing Commercial Centre
      ??????",12 Wing Lok St.,1991,,
"Wing Sing Court
      *???",178/180 Third St.,1990,,
"Wing Sum 2nd Industrial Building
      *????????",12/14 Sam Chuk St.,1971,,
"Wing Sum Building
      *????","Ground Floor:
6A Playing Field Rd. &
230/238 Tung Choi St.
Upper Floors:
6 Playing Field Rd.",1970,,
"Wing Tai Building
      ???",9 Yu Chau St.,1981,,
"Wing Tai Building
      *????",802/812 Canton Rd.,1983,,
"Wing Tai Centre
      ????",12 Hing Yip St.,1981,,
"Wing Tai Industrial Building
      ??????",3 Tai Yip St.,1973,,
"Wing Tai Mansion
      *????",6 Tin Heung St.,1964,,
"Wing Tai Mansion
      *????",7/9 Sands St.,1964,,
"Wing Tak Building
      ???",18/22 Fan Wa St.,1974,,
"Wing Tak Building
      *????","9-11 Waterloo Rd. &
44 Portland St.",1965,,
"Wing Tak Mansion
      *???",4 Lo Lung Hang St.,1974,,
"Wing Tak Mansion
      *????","Ground Floor:
15 Canal Rd. W. &
16B Bowrington Rd.
Upper Floors:",1972,,
"      Block A
      A?",17 Sharp St. W.,,,
"      Block B
      B?",15 Canal Rd. W.,,,
"      Block C
      C?",275 Wan Chai Rd.,,,
"Wing Tak Mansion
      *????","Ground Floor:
75, 79, 81 & 83
Pak Tai St.
Upper Floors:
77 Pak Tai St.",1979,,
"Wing Tat Commercial Building
      *??????","121-125 Wing Lok St. &
97 Bonham Strand",1977,,
"Wing To Building
      ???",4 Water St.,1969,,
"Wing Tuck Commercial Centre
      *??????","Ground Floor:
177-183 Wing Lok St. &
13-17 Bonham Strand. W.
Upper Floors:
177/183 Wing Lok St.",1982,,
"Wing Wa Mansion
      *????",10-12 Hospital Rd.,1979,,
"Wing Wah Building
      *???","109-115 Cheung Sha
Wan Rd.",1964,,
"Wing Wah Building
      *????",122/128 Electric Rd.,1966,,
"Wing Wah Building
      *????",28/30A Fuk Wing St.,1964,,
"Wing Wah Building
      ???",28-38 Fan Wa St.,1973,,
"Wing Wah Building
      ???",49 & 51 Kam Wa St.,1980,,
"Wing Wah Building
      *????",49-53 Fuk Wing St.,1983,,
"Wing Wah Building
      *????","Basement:
29, 31 & 33 Third St.
Ground Floor:
29, 29A, 31, 33 & 33A
Third St.
Upper Floors:
31 Third St.",1986,,
"Wing Wah Building
      *????","Ground Floor:
14/24 Sai Yeung Choi St. S.
Upper Floors:
14/24 Sai Yeung Choi St. S.
& 40P Shantung St.",1959,,
"Wing Wah Building
      *???",43-53 Ming Fung St.,1969,,
"Wing Wah House
      *???",44/46 Ngan Fung St.,1973,,
"Wing Wah Industrial Building
      *??????",31 Chong Yip St.,1965,,
"Wing Wah Industrial Building
      *??????",677 King's Rd.,1976,,
"Wing Wah Mansion
      *????","425G-425K Queen's
Rd. W.",1962,,
"Wing Wah Mansion
      *????",26/30 Kam Wa St.,1966,,
"Wing Wai Building
      ????",172 Wellington St.,1978,,
"Wing Way Court
      *???",31 Kennedy Rd.,1989,,
"Wing Wing House
      ???",52 South Wall Rd.,1979,,
"Wing Wo Building
      *????",32/38 Ko Shan Rd.,1983,,
"Wing Wong Commercial Building
      *???",557/559 Nathan Rd.,1977,,
"Wing Yau House
      *???",53/55 Sai St.,1967,,
"Wing Yee Commercial Building
      *??????","Ground Floor:
3, 5 & 7 Wing Kut St.
Upper Floors:
5 Wing Kut St.",1990,,
"Wing Yick Building
      *???",50A Reclamation St.,1975,,
"Wing Ying Building
      *???",181/187 Tung Choi St.,1970,,
"Wing Ying Building
      ???",257/269 Kwun Tong Rd.,1973,,
"Wing Ying Industrial Building
      *??????",95 Wai Yip St.,1971,,
"Wing Ying Mansion
      *????","Ground Floor:
1 Emma Avenue &
4/8A Soares Avenue
Upper Floors:
1/11 Emma Avenue &
8/8A Soares Avenue",1964,,
"Wing Yip Building
      *????",193A Castle Peak Rd.,1982,,
"Wing Yip Commercial Building
      *??????",65/71 Yen Chow St.,1982,,
"Wing Yiu Building
      *????",83/89 Shung Yan St.,1965,,
"Wing Yu Building
      *????",31/33 Bonham Strand W.,1988,,
"Wing Yu Lau
      ???",186/186A Shau Kei Wan Rd.,1959,,
"Wing Yue Building
      ??????",60/64 Des Voeux Rd. W.,1977,,
"Wing Yue Yuen Building
      *?????","Ground Floor:
8/10 Hoi Ning St. &
74, 78, 80 Sai Wan Ho St.
Upper Floors:
76 Sai Wan Ho St.",1970,,
"Wingco Mansion
      *???","36/42 Soy St. &
3/7 Tung Choi St.",1972,,
"Wings Building
      *??????","Ground & Upper Ground
Floors: 110-116 Queen's Rd.
C. & 53-61 Stanley St.
Upper Floors:
110/116 Queen's Rd. C.",1981,,
"Winhong Building
      ???",18/20 Gilman's Bazaar,1974,,
"Winki House
      *???","209 Tong Mi Rd. &
123/125 Lai Chi Kok Rd.",1965,,
"Winly Building
      *????",1/5 Elgin St.,1980,,
"Winner Building
      *????",,,,
"      Block A
      A?","27/39 D'Aguilar St. &
13/17 Wing Wah Lane",1971,,
"      Block B
      B?",8/16 Wing Wah Lane,1972,,
"Winner Building
      *????","11 & 11A Wong Nai
Chung Rd.",1965,,
"Winner Building
      *????","Ground Floor:
32-40 Man Yue St. &
25-37 Tai Wan Rd.
Upper Floors:
36 Man Yue St.",1977,,
"Winner Building
      *????",867/885 Canton Rd.,1978,,
"Winner Centre
      *????",333 Chai Wan Rd.,1982,,
"Winner Commercial Building
      *??????",401-403 Lockhart Rd.,1990,,
"Winner Court
      *???",18 Hospital Rd.,1988,,
"Winner Factory Building
      *??????",55 Hung To Rd.,1978,,
"Winner House
      *???",15 Wong Nai Chung Rd.,1979,,
"Winner House
      *????",310 King's Rd.,1966,,
"Winner Mansion
      *????",23 Nam On St.,1979,,
"Winner Mansion
      ????",691/697 Nathan Rd.,1968,,
"Winning Centre
      ????",29 Tai Yau St.,1997,,
"Winning Commercial Building
      *??????",46/48 Hillwood Rd.,1982,,
"Winning House
      *????",10/16 Cochrane St.,1975,,
"Winning House
      ????",26/28 Hollywood Rd.,1958,,
"Winning House
      *???",6 Ping Shing Lane,1965,,
"Winning House
      *????",72/76 Wing Lok St.,1975,,
"Winsan Tower
      ????",98 Thomson Rd.,1999,,
"Winsing Building
      *????","Ground Floor:
52/56 Des Voeux Rd. W. &
5/7 Ko Shing St.
Upper Floors:
58 Des Voeux Rd. W.",1973,,
"Winsome House
      ????",73 Wyndham St.,1999,,
"Winsome House
      *????","Ground Floor:
154/156 Wing Lok St. &
40/44 New Market St.
Upper Floors:
158 Wing Lok St.",1973,,
"Winsome Park
      ???",42 Conduit Rd.,1996,,
"Winston Mansion
      *????",121/123 Chatham Rd. S.,1963,,
"Winsum Industrial Building
      *??????",588/592 Castle Peak Rd.,1982,,
"Winway Building
      ????",50 Wellington St.,1998,,
"Winway Court
      *???",3 Tai Hang Rd.,1982,,
"Wisdom Building
      *????",17 Station Lane,1998,,
"Wisdom Court
      *??",5 Hatton Rd.,1985,,
"Wise Mansion
      *????","Ground Floor:
10/20 Mosque Junction
Upper Floors:
52 Robinson Rd. &
10/20 Mosque Junction",1958,,
"Wiseman Building
      *????",11-17 Fort St.,1980,,
"Wistaria Court
      *???",2 Wistaria Rd.,1978,,
"Wistaria Gardens
      *????",9 Wistaria Rd.,1990,,
With the Star,137 & 139 Wan Chai Rd.,1976,,
"Witty Commercial Building
      *??????",1A/1L Tung Choi St.,1984,,
"WKK Building
      ??????",414 Kwun Tong Rd.,1982,,
"Wo Fat Building
      *????","Ground Floor:
533, 535, 537, 541/543
Queen's Rd. W., 468 &
470 Des Voeux Rd. W.
Upper Floors:
539 Queen's Rd. W.",1975,,
"Wo Fu Building
      ???",159-161 Queen's Rd. W.,1989,,
"Wo Fung House
      ???",120/122 Portland St.,1976,,
"Wo Hing Building
      ????","376/378 Castle Peak Rd.,
27A/27F Hing Wah St. &
473/475 Shun Ning Rd.",1957,,
"Wo Hing Commercial Building
      *??????",11/15 Wing Wo St.,1985,,
"Wo Lok Estate
      ???","60 Yuet Wah St.
(See Appendix I)",,,
"      Cheung On House
      ???",(See Appendix I),,,
"      Fu On House
      ???",(See Appendix I),,,
"      Hang On House
      ???",(See Appendix I),,,
"      Hing On House
      ???",(See Appendix I),,,
"      Kin On House
      ???",(See Appendix I),,,
"      Kui On House
      ???",(See Appendix I),,,
"      Man On House
      ???",(See Appendix I),,,
"      Ping On House
      ???",(See Appendix I),,,
"      Sun On House
      ???",(See Appendix I),,,
"      Tai On House
      ???",(See Appendix I),,,
"      Yee On House
      ???",(See Appendix I),,,
"Wo On Building
      *???",8/12 Wo On Lane,1972,,
"Wo Yick Mansion
      ????",263 Queen's Rd. W.,1994,,
"Wofoo Commercial Building
      ??????",576 Nathan Rd.,1997,,
"Women's Welfare Club
      Western District
      ?????????",60 Bridges St.,1959,,
"Won Hing Building
      *????",74/78 Stanley St.,1966,,
"Wonder Building
      *????","2nd Floor - 12th Floor
161-175 Fuk Wa St.",1979,,
"Wong Choy Mansion
      *????","Ground Floor:
80/86 Hak Po St. &
19H Nelson St.
Upper Floors:
80/84 Hak Po St.",1963,,
"Wong Chuk Hang Complex
      for the Elderly
      ???????????",2 Wong Chuk Hang Path,1995,,
"      T.W.G.Hs. Yeung Sing Memorial
      Long Care Home
      ?????????????",,,,
"      T.W.G.Hs. Yu Chun Keung
      Memorial Care & Attention Home
      ??????????????",,,,
"      Wong Chuk Hang Hospital
      ?????",,,,
"Wong Chung Ming
      Commercial House
      ???????",16 Wyndham St.,1985,,
"Wong House
      ????","341 Nathan Rd. &
120 Parkes St.",1959,,
"Wong King Industrial Building
      *??????","Ground Floor:
192/198 Choi Hung Rd. &
2/4 Tai Yau St.
Upper Floors:
192 Choi Hung Rd. &
2 Tai Yau St.",1970,,
"Wong Nai Chung Municipal
      Services Building
      ???????",2 Yuk Sau St.,-,,
"Wong Tai Sin Ambulance Depot
      ??????",5 Ying Fung Lane,-,,
"Wong Tai Sin Catholic
      Primary School
      ????????",102 Ching Tak St.,1962,,
"Wong Tai Sin Community Centre
      ?????????",104 Ching Tak St.,-,,
"Wong Tai Sin Divisional
      Fire Station
      ???????",28 Fung Tak Rd.,-,,
"Wong Tai Sin FSD Rank &
      File Married Quarters",,-,,
"      Block A
      A?",1 Ying Fung Lane,,,
"      Block B
      B?",3 Ying Fung Lane,,,
"Wong Tai Sin Government
      Primary School
      ???????",100 Ching Tak St.,-,,
"Wong Tat Wing Court
      ?????",14/16 Hillwood Rd.,1972,,
"Wong Teck Building
      *????","Ground Floor:
10/14 Hung Fook St.,
11/19 Kai Ming St. &
2/12 Yuk Shing St.
Upper Floors:
15 Kai Ming St.",1974,,
"Wong Tze Building
      ????",71 Hoi Yuen Rd.,1988,,
"Wong's Building
      *????",33 Hung To Rd.,1963,,
"Wong's Building
      *????",84/90 Tam Kung Rd.,1964,,
"Woo Sing Kee Industrial Building
      *???????",138 Wai Yip St.,1974,,
"Woodbury Court
      *???",137 Pok Fu Lam Rd.,1981,,
"Woodgreen Estate
      *??",5 Shouson Hill Rd.,1974,,
"Woodland Court
      *???",2-3 Woodlands Terrace,1986,,
"Woodland Garden
      ??",10 MacDonnell Rd.,1982,,
"Woodland Gardens
      *???",62A/62F Conduit Rd.,1970,,
"Woodland Heights
      *??","2A/2F Wong Nai Chung
Gap Rd.",1964,,
"Woodland House
      *????",9A/9C Castle Rd.,1959,,
"Woodland Villa
      *??","345/347 Prince Edward
Rd. W.",1965,,
"Woodland Villa
      ???",53 Shouson Hill Rd.,1990,,
"Woodlands Court
      *???",1 Woodlands Terrace,1993,,
"Woodlands Terrace
      *???",4 Woodlands Terrace,1990,,
"Woodleigh House
      ????",80 Stanley Village Rd.,1987,,
"Woodside
      ??",50 Mount Parker Rd.,1949,,
"Woodview Court
      *???",75 Kung Lok Rd.,1975,,
"Woon Lee Commercial Building
      ??????",7/9 Austin Avenue,1990,,
"Woon Tin Mansion
      *????",62/68 Kai Tak Rd.,1966,,
"Woon Yin Building
      ???",168/170 Hennessy Rd.,1967,,
"Woosung House
      *????","Ground Floor:
123/125 Woosung St. &
37AA/37BB Jordan Rd.
Upper Floors:
127 Woosung St.",1960,,
"Woosung Street Temporary Cooked
      Food Hawker Bazaar
      ???????????",29/39 Woosung St.,-,,
Worcester Heights,14 Wylie Rd.,1961,,
"Workingberg Commercial Building
      *??????",41/47 Marble Rd.,1992,,
"Workingbond Commercial Centre
      ??????",162 Prince Edward Rd. W.,1995,,
"Workingfield Commercial Building
      *??????",408/412 Jaffe Rd.,1992,,
"Workingport Commercial Building
      ??????",3 Hau Fook St.,1996,,
"Workingson Centre
      ????",112 Chun Yeung St.,1997,,
"Workington Tower
      ??????","Ground Floor:
76 & 80 Bonham Strand
Upper Floors:
78 Bonham Strand",1992,,
"Workingview Commercial Building
      *??????",21 Yiu Wa St.,1994,,
"World Fair Court
      *???",4 Wah Lok Path,1978,,
"World Interests Building
      ????",8 Tsun Yip Lane,1982,,
"World Tech Centre
      ????",95 How Ming St.,1992,,
"World Trade Centre
      ????",280 Gloucester Rd.,1975,,
"World Trust Tower
      *????",50 Stanley St.,1994,,
"World Wide House
      ????",19 Des Voeux Rd. C.,1980,,
"      World Wide Plaza
      ????",,,,
"World-wide Commercial Building
      *??????",34 Wyndham St.,1973,,
"Worldwide Centre
      ????",123 Tung Chau St.,1995,,
"WSD Kowloon East Regional
      Building
      ?????????",11 Tai Yip Lane,-,,
"Wu Chung House
      ????",213 Queen's Rd. E.,1991,,
"Wu Sang House
      ????",655 Nathan Rd.,1966,,
"Wu York Yu Health Centre
      ??????",55 Sheung Fung St.,-,,
"Wuhu Residence
      ???",111 Wuhu St.,2011,,
"Wui Chuen Building
      *????",21/25 Pak Tai St.,1980,,
"Wui Fai House
      ????",200/202 Tong Mi Rd.,1971,,
"Wui Fu Building
      *???",10/12 Stone Nullah Lane,1992,,
"Wui Tat Centre
      ????",55 Connaught Rd. W.,1994,,
"Wui Wah Factory Building
      *??????","41 Wing Hong St. &
1035/1037 Yee Kuk West St.",1961,,
"Wun Sha Court
      *???",1/5 Wun Sha St.,1992,,
"Wun Sha Tower
      *????",33/45 Wun Sha St.,1980,,
"Wyler Gardens
      ?????",,,,
"      Chong Chien Court
      *???","Ground Floor:
331-361 To Kwa Wan Rd.
2-6 San Ma Tau St. &
79-113 Mei King St.
Upper Floors:
333, 337, 345, 349 &
359 To Kwa Wan Rd.
81, 91, 99, 103 &
113 Mei King St.",1978,,
"      Hang Chien Court
      *???","Ground Floor:
92-130 Mei King St.,
1-35 Wai King St.,
1-7 Kwei Chow St. &
8-26 San Ma Tau St.
Upper Floors:",1979,,
"            Block A
            A?",94 Mei King St.,,,
"            Block B
            B?",5 Wai King St.,,,
"            Block C
            C?",102 Mei King St.,,,
"            Block D
            D?",13 Wai King St.,,,
"            Block E
            E?",112 Mei King St.,,,
"            Block F
            F?",21 Wai King St.,,,
"            Block G
            G?",124 Mei King St.,,,
"            Block H
            H?",29 Wai King St.,,,
"            Block I
            I?",132 Mei King St.,,,
"            Block J
            J?",37 Wai King St.,,,
"      Wei Chien Court
      *???","Ground Floor:
1, 3, 5, 7, 9 Long Yuet St. &
2, 4, 6, 8, 10 Wai King St.
Upper Floors:
1/9 Long Yuet St. &
2/10 Wai King St.",1979,,
"Wylie Court
      *???",,1985,,
"      Block A
      A?",23 Wylie Path,,,
"      Block B
      B?",17 Wylie Path,,,
"      Block C
      C?",15 Wylie Path,,,
"      Block D
      D?",19 Wylie Path,,,
"      Block E
      E?",21 Wylie Path,,,
"Wyndham Mansion
      *????",32 Wyndham St.,1962,,
"Wyndham Place
      ??????",44 Wyndham St.,1992,,
"Wynne House
      ???",219/221 Fa Yuen St.,1972,,
Xanadu Court,30/30A Shouson Hill Rd.,1953,,
"Xavier House
      ??",167 Argyle St.,Pre 1945?,,
"Xi Hotel
      ?",7 Minden Avenue,2002,,
"Xing Hua Centre
      ????",433 Shanghai St.,1992,,
"Xiu Hua Commercial Building
      *??????",211/213 Jaffe Rd.,1993,,
"Xiu Ping Commercial Building
      *??????",104 Jervois St.,1993,,
Y Centre,15 Parkes St.,1994,,
*Y.I.,10 Tai Hang Rd.,2001,,
"Y.M.C.A. Building
      ???????",41 Salisbury Rd.,1991,,
"Y.W.C.A. Building
      ????",38C Bonham Rd.,1998,,
"Y.W.C.A. Hioe Tjo Yoeng College
      ????????????",6 Sheung Wo St.,1972,,
"Y.Y. Mansions
      *????",96 Pok Fu Lam Rd.,1967,,
"Yale Lodge
      *??",30 Kennedy Rd.,1964,,
"Yalford Building
      *???","Ground Floor:
44-58 Tanner Rd.
Upper Floors:
Flats A, B, E & F
52/58 Tanner Rd.
Flats C, D, G & H
44/50 Tanner Rd.",1977,,
"Yally Industrial Building
      *??????","Ground Floor:
6 Heung Yip Rd. &
6 Yip Fat St.
Upper Floors:
6 Yip Fat St.",1974,,
"Yam Tze Commercial Building
      ??????",23 Thomson Rd.,1997,,
"Yan Chai Hospital
      Law Chan Chor Si College
      ??????????",10 Kai Lai Rd.,-,,
"Yan Chi Building
      *????",263/267 Temple St.,1984,,
"Yan Fat Building
      *????",39/41 Shek Kip Mei St.,1969,,
"Yan Fook Centre
      ????",789 Cheung Sha Wan Rd.,2003,,
"Yan Hong Building
      *????",45/47 Fa Yuen St.,1970,,
"Yan King Court
      ???",119/121 Queen's Rd. E.,1995,,
"Yan Kwai Building
      ???",88 Nga Tsin Wai Rd.,1972,,
"Yan Lee Building
      *???",21/23 San Wai St.,1966,,
"Yan Oi Building
      *????","Ground Floor:
2, 6/24 Yan Oi St. &
4 Foo Yuen St.
Upper Floors:
4 Yan Oi St. &
4 Foo Yuen St.",1964,,
"Yan On Building
      *????",1 Kwong Wa St.,1974,,
"Yan On Building
      *????",28/30 Ma Tau Chung Rd.,1963,,
"Yan On Mansion
      *????","8 Tung Ming St.,
357/375 Ngau Tau Kok Rd.,
& 23 Hong Ning Rd.",1965,,
"Yan Shing Mansion
      *????",29 Morrison Hill Rd.,1969,,
"Yan Tsui Court
      *???",(See Appendix IV),1983,,
"      Yan Wah House (Block B)
      ??? (B?)","10 Yan Tsui St.
(See Appendix IV)",,,
"      Yan Wing House (Block A)
      ??? (A?)","12 Yan Tsui St.
(See Appendix IV)",,,
"Yan Wing Mansion
      *????","Ground Floor:
239, 243/249 Kwun Tong
Rd. & 152/158
Ngau Tau Kok Rd.
Upper Floors:
241 Kwun Tong Rd.",1974,,
"Yan Wo Building
      ????",70 Java Rd.,2000,,
"Yan Wo Yuet Building
      *?????",432/436 Hennessy Rd.,1966,,
"Yan Yee Court
      ???",28 Wan Chai Rd.,1994,,
"Yan's Tower
      *?????",27 Wong Chuk Hang Rd.,1995,,
"Yanville
      ????",8 Tai Yuen St.,1996,,
"Yardley Commercial Building
      *??????",3 Connaught Rd. W.,1981,,
"Yat Chau Building
      *????",262 Des Voeux Rd. C.,1990,,
"Yat Cheong Building
      *???",1130 Canton Rd.,1991,,
"Yat Fat Building
      ????",44 & 46 Des Voeux Rd. C.,1967,,
"Yat Fung Lau
      ???",110 Nga Tsin Wai Rd.,1982,,
"Yat Hong Court
      *???",85 Tak Ku Ling Rd.,1999,,
"Yat Sang Industrial Building
      ??????",13 Tai Yip St.,1971,,
"Yatley Building
      ???",82/84 Nga Tsin Long Rd.,1988,,
"Yau Chui Court
      *???","56 Lei Yue Mun Rd.
(See Appendix IV)",2002,,
"      Wing Mei House (Block E)
      ??? (E?)",(See Appendix IV),,,
"      Yat Mei House (Block D)
      ??? (D?)",(See Appendix IV),,,
"      Yeung Mei House (Block C)
      ??? (C?)",(See Appendix IV),,,
"      Yuk Mei House (Block B)
      ??? (B?)",(See Appendix IV),,,
"Yau Fook Building
      *???",167/175 Cha Kwo Ling Rd.,1967,,
"Yau Hing Building
      *????","244 & 246 Cheung Sha
Wan Rd.",1978,,
"Yau Hing House
      ???",33/35 Ngan Fung St.,1970,,
"Yau Kwong Building
      *????","Ground Floor:
418/430 Hennessy Rd. &
9 Canal Rd. W.
Upper Floors:
418/430 Hennessy Rd.",1970,,
"Yau Lai Estate
      ???","9 Yau Tong Rd.
(See Appendix I)",,,
"      Bik Lai House (Block B)
      ??? (B?)",(See Appendix I),,,
"      Cheuk Lai House (Block S)
      ??? (S?)",(See Appendix I),,,
"      Chi Lai House (Block C)
      ??? (C?)",(See Appendix I),,,
"      Fung Lai House (Block O)
      ??? (O?)",(See Appendix I),,,
"      Hong Lai House (Block Q)
      ??? (Q?)",(See Appendix I),,,
"      Nga Lai House (Block A)
      ??? (A?)",(See Appendix I),,,
"      Sau Lai House (Block D)
      ??? (D?)",(See Appendix I),,,
"      Tsui Lai House (Block P)
      ??? (P?)",(See Appendix I),,,
"      Yan Lai House (Block R)
      ??? (R?)",(See Appendix I),,,
"      Yat Lai House (Block E)
      ??? (E?)",(See Appendix I),,,
