Name of Building,Address,Year of Completion,Property_Type,Location
"      Yi Lai House (Block F)
      ??? (F?)",(See Appendix I),,,
"      Ying Lai House (Block N)
      ??? (N?)",(See Appendix I),,,
"      Yung Lai House (Block T)
      ??? (T?)",(See Appendix I),,,
"Yau Lee Building
      *???","14-18 Lee Yip St. &
250 Ferry St.",1972,,
"Yau Lee Building
      ????",9/27 Yee On St.,1963,,
"Yau Lee Centre
      *????",45 Hoi Yuen Rd.,1978,,
"Yau Loy Building
      *????",9/19 Apliu St.,1984,,
"Yau Luen Apartments
      *????",70A/70D Tai Po Rd.,1962,,
"Yau Lung Building
      ???",33 Nam Kok Rd.,1982,,
"Yau Ma Tei Car Park Building
      Government Offices
      ????????
      ?????",250 Shanghai St.,-,,
"Yau Ma Tei Jockey Club Polyclinic
      ???????????",145 Battery St.,-,,
"Yau Ma Tei Kaifong
      Association School
      ????????",80 Public Square St.,1968,,
"Yau Ma Tei Marine Office
      ???????",30 Hoi Fai Rd.,-,,
"Yau Ma Tei Market
      ?????",20 Kansu St.,-,,
"Yau Ma Tei Police Station
      ?????",627 Canton Rd.,2003,,
"Yau Ma Tei Public Cargo Handling
      Area Administrative Building
      ??????????????",38 Hoi Fai Rd.,-,,
"Yau Ma Tei Specialist
      Clinic Extension
      ?????????",143 Battery St.,-,,
"Yau Ma Tei Ventilation Building
      ???????",15 Hoi Ting Rd.,-,,
"Yau Mei Court
      ???","80 Lei Yue Mun Rd.
(See Appendix IV)",2002,,
"      Chak Mei House (Block F)
      ??? (F?)",(See Appendix IV),,,
"      Ho Mei House (Block J)
      ??? (J?)",(See Appendix IV),,,
"      Shuk Mei House (Block H)
      ??? (H?)",(See Appendix IV),,,
"      To Mei House (Block M)
      ??? (M?)",(See Appendix IV),,,
"      Wai Mei House (Block L)
      ??? (L?)",(See Appendix IV),,,
"      Ying Mei House (Block K)
      ??? (K?)",(See Appendix IV),,,
"      Yun Mei House (Block G)
      ??? (G?)",(See Appendix IV),,,
"Yau Nam Mansion
      *???",97 Nam Cheong St.,1993,,
"Yau On Court
      ???",322 Shanghai St.,2003,,
"Yau Shing Building
      ????",182 Nathan Rd.,1973,,
"Yau Shing Commercial Centre
      ??????",51 Sai Yeung Choi St. S.,1992,,
"Yau Shing Lau
      *???",52/56 Stanley Main St.,1978,,
"Yau Shing Mansion
      *????",129/139 Tung Choi St.,1975,,
"Yau Shun Building
      *????",50 D'Aguilar St.,1977,,
"Yau Sing Building
      ????","Ground Floor:
120 & 122 Wing Lok St. &
8 & 10 Tung Loi Lane
Upper Floors:
120 & 122 Wing Lok St.",1967,,
"Yau Tak Building
      ????",167 & 169 Lockhart Rd.,1969,,
"Yau Tong Centre
      ????",(See Appendix V),1980,,
"      Tower 1
      ?1?","6 Ka Wing St.
(See Appendix V)",,,
"      Tower 2
      ?2?","4 Ka Wing St.
(See Appendix V)",,,
"      Tower 3
      ?3?","2 Ka Wing St.
(See Appendix V)",,,
"      Tower 4
      ?4?","1 Ka Wing St.
(See Appendix V)",,,
"      Tower 5
      ?5?","11 Ka Wing St.
(See Appendix V)",,,
"      Tower 6
      ?6?","9 Ka Wing St.
(See Appendix V)",,,
"      Tower 7
      ?7?","7 Ka Wing St.
(See Appendix V)",,,
"      Tower 8
      ?8?","5 Ka Wing St.
(See Appendix V)",,,
"      Tower 9
      ?9?","3 Ka Wing St.
(See Appendix V)",,,
"Yau Tong Estate
      *???","Yau Tong
(See Appendix I)",,,
"      Fu Tong House 
      ???",(See Appendix I),,,
"      Fukien Secondary School
      Affiliated School
      ????????",(See Appendix I),,,
"      Kwai Tong House
      ???",(See Appendix I),,,
"      Mei Tong House
      ???",(See Appendix I),,,
"      Wah Tong House (Block 4)
      ??? (?4?)",(See Appendix I),,,
"      Wing Tong House (Block 3)
      ??? (?3?)",(See Appendix I),,,
"Yau Tong Industrial Building
      *??????",,,,
"      Block 1
      ?1?",2 Shung Shun St.,1977,,
"      Block 2
      ?2?",16 Sze Shan St.,1978,,
"      Block 3
      ?3?",2 Sze Shan St.,1979,,
"      Block 4
      ?4?",18/20 Sze Shan St.,1979,,
"Yau Tong Industrial City
      ?????",17 Ko Fai Rd.,1988,,
"Yau Wing Apartments
      *????","439/443 Shanghai St. &
29D Dundas St.",1965,,
"Yau Wing Lau
      *???",34/38 Stanley Main St.,1978,,
"Yau Woo Building
      *????",132/136A Fa Yuen St.,1964,,
"Yau Yat Chuen Garden City Club
      ????????",7 Cassia Rd.,1988,,
"Yau Yat Chuen School
      ?????",2 Marigold Rd.,1956,,
"Yau Yat Lau
      *???","11-11C Fa Po St.,
26-28A Tat Chee Avenue
& 2-6 Tseuk Kiu St.",1966,,
"Yau Yat Plaza
      ????",21/31 Begonia Rd.,1957,,
"Yau Yu House
      *???",21 & 23 Pok Fu Lam Rd.,1977,,
"Yaumatei & Tsimshatsui Recreation
      & Sports Association
      ????????",38 Hamilton St.,1992,,
"Yaumati Catholic Primary School
      ????????",41 Tung Kun St.,1968,,
"Yaumati Catholic Primary School
      (Hoi Wang Road)
      ????????(???)",10 Hoi Wang Rd.,2000,,
"Yee Bo Mansion
      *????",57/59 Fort St.,1983,,
"Yee Cheong Building
      *????","3/15 Ka Lok St. &
18 Shui Ning St.",1966,,
"Yee Ching Court
      *???","311 Cheung Sha Wan Rd.
(See Appendix IV)",1993,,
"      Han Ching House(Block A)
      ??? (A?)",(See Appendix IV),,,
"      Ning Ching House(Block B)
      ??? (B?)",(See Appendix IV),,,
"      Yat Ching House(Block C)
      ??? (C?)",(See Appendix IV),,,
"Yee Fai Building
      *????",423/433 Chatham Rd. N.,1985,,
"Yee Fai Mansion
      *????",141/151 Tung Choi St.,1963,,
"Yee Fat Building
      *????","Ground Floor:
10, 10A, 12, 14 &
16 Portland St.
Upper Floors:
10/16 Portland St.",1979,,
"Yee Fat Mansion
      *????",2 Min Fat St.,1992,,
"Yee Fu Building
      *????",10 Valley Rd.,1985,,
"Yee Fung Building
      *????","1, 1A-1F Village Rd. &
1A Wong Nai Chung Rd.",1972,,
"Yee Fung Building
      *????","Ground Floor:
207/209A Fa Yuen St.
Upper Floors:
207/209 Fa Yuen St.",1975,,
"Yee Fung Court
      *???","Ground Floor:
88 Second St.,
2 Sheung Fung Lane,
101 Third St.
Upper Floors:
101 Third St.",1991,,
"Yee Ga Court
      *???",62 Bonham Rd.,1993,,
"Yee Hing Building
      *????",13/19 Leighton Rd.,1963,,
"Yee Hing Building
      *????",150 Main St. Ap Lei Chau,1985,,
"Yee Hing Building
      ???",357/359 Hennessy Rd.,1966,,
"Yee Hing Court
      *???",13 Tak Hing St.,1985,,
"Yee Hong Building
      *????",212-214 Wan Chai Rd.,1984,,
"Yee Hor Building
      *???",22 & 24 Swatow St.,1976,,
"Yee Kan Court
      ???",12 Swatow St.,1991,,
"Yee King Building
      *????",67E Waterloo Rd.,1977,,
"Yee King House
      *???",321 Lai Chi Kok Rd.,1983,,
"Yee Kok Court
      *???",(See Appendix IV),,,
"      Yee Hong House (Block E)
      ??? (E?)","331 Cheung Sha Wan Rd.
(See Appendix IV)",1983,,
"      Yee Kin House (Block C)
      ??? (C?)","339 Cheung Sha Wan Rd.
(See Appendix IV)",1981,,
"      Yee Lok House (Block A)
      ??? (A?)","343 Cheung Sha Wan Rd.
(See Appendix IV)",1981,,
"      Yee Mei House (Block B)
      ??? (B?)","341 Cheung Sha Wan Rd.
(See Appendix IV)",1981,,
"      Yee Sau House (Block G)
      ??? (G?)","333 Cheung Sha Wan Rd.
(See Appendix IV)",1983,,
"      Yee Tai House (Block D)
      ??? (D?)","337 Cheung Sha Wan Rd.
(See Appendix IV)",1981,,
"      Yee Yan House (Block F)
      ??? (F?)","329 Cheung Sha Wan Rd.
(See Appendix IV)",1983,,
"Yee Kuk Industrial Centre
      *??????",555 Yee Kuk St.,1991,,
"Yee Lin Mansion
      *????",54A/54D Conduit Rd.,1965,,
"Yee On Building
      *????",163 Main St. Ap Lei Chau,1984,,
"Yee On Building
      ???","186/188A Prince Edward
Rd. W.",1967,,
"Yee On Building
      *????",26 East Point Rd.,1972,,
"Yee On Building
      *????",4F-4R & 6 Yee On St.,1961,,
"Yee On Centre
      *????",45 Hong Ning Rd.,1990,,
"Yee On Court
      *???","Upper Basement:
124F Argyle St.
Ground Floor:
124/124M Argyle St. &
79B/79K Waterloo Rd.
Upper Floors:",1976,,
"      Block A
      A?",79H Waterloo Rd.,,,
"      Block B
      B?",79C Waterloo Rd.,,,
"      Block C
      C?",124B Argyle St.,,,
"      Commercial Floors
      ????",79E Waterloo Rd.,,,
"Yee On Mansion
      *????","Ground Floor:
55/57, 61/71 Chun Yeung St.
& 8A/8D North Point Rd.
Upper Floors:
55/71 Chun Yeung St. &
8A/8D North Point Rd.",1964,,
"Yee On Street Market
      ?????",1A Yee On St.,-,,
"Yee Shun Mansion
      *????",58-66 Second St.,1984,,
"Yee Tai Building
      ???",361/363 Hennessy Rd.,1966,,
"Yee Tak Building
      *???","121/131 Shau Kei Wan
Main St. E.",1966,,
"Yee Tak Factory Building
      *??????",42 Wing Hong St.,1970,,
"Yee Tiam Building
      *????",5-11 Ka Wo St.,1979,,
"Yee Tsui Court
      *???","1 Yee Shing St.
(See Appendix IV)",1981,,
"      Cheong Yee House 
      (Block A)
      ??? (A?)",(See Appendix IV),,,
"      Lok Yee House
      (Block C)
      ??? (C?)",(See Appendix IV),,,
"      Yat Yee House
      (Block B)
      ??? (B?)",(See Appendix IV),,,
"Yee Wa Building
      *????",403/413 Un Chau St.,1963,,
"Yee Wah Court
      *???",182 Fuk Wa St.,1998,,
"Yee Wah Mansion
      *????",38/40A Yee Wo St.,1965,,
"Yee Yuen
      *??",16-22 Dumbarton Rd.,1962,,
"Yee Yuen Mansion
      *????","305/307 Prince Edward
Rd. W.",1964,,
"Yen Che Building
      *????",27-31 Kowloon City Rd.,1983,,
"Yen Cheong Building
      ????",23/25 Kowloon City Rd.,1971,,
"Yen Ching Building
      *????","97/103 Main St.
Ap Lei Chau",1985,,
"Yen Chun Mansion
      *????",18-26 Portland St.,1977,,
"Yen Dack Building
      *????","Ground Floor:
93/101, 105/113
Chun Yeung St. &
7A/7B Tong Shui Rd.
Upper Floors:
103 Chun Yeung St.",1964,,
"Yen Fook Mansion
      *????",120/126 Second St.,1982,,
"Yen Fu Mansion
      *????","Ground Floor:
121/125, 129/135,
139/141 Hip Wo St. &
92/112 Shui Wo St.
Upper Floors:
127 & 137 Hip Wo St.",1967,,
"Yen Fung Mansion
      *????",191B/193A Reclamation St.,,,
"Yen Hau Mansion
      *????","94-110 Ting Fu St. &
21-23 Ting On St.",1977,,
"Yen King Mansion
      *????",123/125 Tam Kung Rd.,1972,,
"Yen Kit Building
      *????",14/18 Kwun Chung St.,1974,,
"Yen Kwong Mansion
      *????","Ground Floor:
314 & 316 Tung Chau St.
Upper Floors:
314/316 Tung Chau St.",1981,,
"Yen Lai Building
      *???","Ground Floor:
14/18A Yik Yam St.
Upper Floors:
16 Yik Yam St.",1975,,
"Yen Li Mansion
      *????",222/224 Yee Kuk St.,1979,,
"Yen Lok Building
      *????","Ground Floor:
120 Wan Tsui Rd.
Upper Floors:
4/12 Lin Shing Rd.",1973,,
"Yen May Building
      *????",11-21 Swatow St.,1979,,
"Yen Men Building
      *????",98-108 Jaffe Rd.,1984,,
"Yen Ning Building
      *????","Ground Floor:
100/102 Ting On St. &
7/17 Ting Yip St.
Upper Floors:
19 Ting Yip St.",1972,,
"Yen Oi Garden
      *???",9-15 Po Tuck St.,1986,,
"Yen Po Court
      *???",74/82 Wharf Rd.,1983,,
"Yen Sheng Centre
      ????",64 Hoi Yuen Rd.,1995,,
"Yen Shing Building
      ????",16 South Wall Rd.,1981,,
"Yen Shing Mansion
      *????",60 Shek Pai Wan Rd.,1988,,
"Yen Shun Mansion
      *????",142/150 Third St.,1990,,
"Yen Shun Mansion
      *????",63/67 Shun Ning Rd.,1980,,
"Yen Wah Terrace
      *???",1 Wan Chai Gap Rd.,1973,,
"Yen Wing Building
      ????","Ground Floor:
3 Ivy St.
Upper Floors:
3 & 5 Ivy St.",1977,,
"Yen Wo Building
      *????","41, 41A & 43
Tam Kung Rd.",1963,,
"Yen Yau Mansion
      *????",2E/2F Boundary St.,1990,,
"Yen Yee Mansion
      *???",29-33 Soares Avenue,1978,,
"Yen Yin Building
      *????",7/10 Ferry St.,1979,,
"Yen Ying Mansion
      *????","Ground Floor:
215, 217, 219, 223 &
225 Jaffe Rd.
Upper Floors:
221 Jaffe Rd.",1977,,
"Yen Yuen Mansion
      *????",2 Tin Heung St.,1964,,
"Yes & Right House
      ????",1/3 Mody Rd.,1976,,
"Yeung Iu Chi Commercial Building
      ???????",460-462 Jaffe Rd.,1985,,
"Yeung On Building
      *????",50-54 Shau Kei Wan Rd.,1981,,
"Yeung Yiu Chung (No. 5
      Industrial Building)
      ?????????",34 Tai Yip St.,1976,,
"Yeung Yiu Chung (No. 6
      Industrial Building)
      ?????????",19 Cheung Shun St.,1978,,
"Yeung Yiu Chung (No. 7
      Industrial Building)
      ?????????",2 Fung Yip St.,1981,,
"Yeung Yiu Chung (No. 8
      Industrial Building)
      ?????????",20 Wang Hoi Rd.,1984,,
"Yew Chung International School
      ??????",11-13 Kent Rd.,1992,,
"Yew Chung International School
      (Kindergarten Section)
      ??????(????)",3/3A Somerset Rd.,1981,,
"Yew Chung International School
      (Primary Section)
      ??????(???)",2 Kent Rd.,1989,,
"YHC Tower
      ??????","Ground Floor:
1A & 1B Sheung Yuet Rd.
Upper Floors:
1 Sheung Yuet Rd.",2013,,
"Yick Cheong Building
      *????",1046 King's Rd.,1972,,
"Yick Fat Building
      *????","73, 73A & 73B
Waterloo Rd.",1965,,
"Yick Fat Building
      *????","Ground Floor:
1048-1056 King's Rd. &
2/32 Yau Man St.
Upper Floors:
1048 King's Rd.",1972,,
"Yick Fu Building
      *????","Ground Floor:
89 Ha Heung Rd. &
38/44 Sheung Heung Rd.
Upper Floors:
91 Ha Heung Rd.",1973,,
"Yick Fu House
      ???",5/7 Ting Fu St.,1979,,
"Yick Fung Building
      *????","Ground Floor:
94, 96 Des Voeux Rd. W.
20 Sutherland St.
Upper Floors:
94/96 Des Voeux Rd. W.",1978,,
"Yick Fung Garden
      *????",20 Praya Kennedy Town,1993,,
"Yick Ga Building
      *????","Ground Floor:
382-386 Shau Kei Wan Rd.
Upper Floors:
382/386 Shau Kei Wan Rd.",1988,,
"Yick King Building
      *???",3 Chun Fai Rd.,1975,,
"Yick Kwan House
      *????","244/248 Chatham Rd. N. &
2A/2B Cooke St.",1959,,
"Yick Man Building
      *????",5-19 Ha Heung Rd.,1976,,
"Yick Shing Mansion
      *???",238/240 Lockhart Rd.,1967,,
"Yick Tai Industrial Building
      *??????",650/652 Castle Peak Rd.,1961,,
"Yick Wah Building
      *????",319/321 Hennessy Rd.,1965,,
"Yick Yau Hall (Lingnan Primary
      School)
      ???(????)",15/18 Stubbs Rd.,1960,,
"Yicks Villa
      *??",83/85 Blue Pool Rd.,1962,,
"Yik Fung House
      ???",50 South Wall Rd.,1984,,
"Yik Hon Building
      *????","Ground Floor:
72-78 Java Rd. &
16-16B Tong Shui Rd.
Upper Floors:
72 Java Rd.",1975,,
"Yik Kwan Villa
      *???",8 Yik Kwan Avenue,1982,,
"Yik Kwong Building
      ???",32 Junction Rd.,1978,,
"Yik Yam Building
      *???",20 & 22 Yik Yam St.,1964,,
"Yik Yin Building
      *????","Ground Floor:
2, 2A/2D, 2M, 2N, 2P, 4,
4A Kwei Chow St.,
73/77 Mei King St. &
325/329 To Kwa Wan Rd.
Upper Floors:
321/323 To Kwa Wan Rd.",1975,,
"Yiko Industrial Building
      *??????",10 Ka Yip St.,1988,,
"Yin Court
      ??",8 Cassia Rd.,1994,,
"Yin Da Commercial Building
      ??????",181 Wai Yip St.,1981,,
"Yin Hing Building
      *????","58/82 Choi Hung Rd. &
34/58 Yin Hing St.",1964,,
"Yin Ling Mansion
      ???",127 Caine Rd.,1965,,
Yin Serviced Apartments,97A Wellington St.,1998,,
"Yin Tak Building
      *????",69 High St.,1989,,
"Yin Yee Mansion
      *????",63/67 Robinson Rd.,1967,,
"Ying Cheung Building
      ???",37 Fung Tak Rd.,1976,,
"Ying Fai Court
      *???",1 Ying Fai Terrace,1986,,
"Ying Fat Building
      *????",308/310 Reclamation St.,1975,,
"Ying Fat House
      ????",2/4 Burrows St.,1972,,
"Ying Fuk Building
      *????","212-214 Fuk Wing St. &
118-120 Camp St.",1963,,
"Ying Fuk Court
      *???","17 Wing Chuk St.
(See Appendix IV)",2001,,
"Ying Ga Garden
      *????",34 Sands St.,1991,,
"      Po Lung Court (Tower 1)
      ??? (???)",,,,
"      Tai Pak Court (Tower 2)
      ??? (???)",,,,
"      To Li Court (Tower 3)
      ??? (???)",,,,
"Ying King Building
      ????",192/198 Hennessy Rd.,1967,,
"Ying Kong Mansion
      *????",2/6 Yee Wo St.,1967,,
"Ying Lee Mansion
      *????",323/331 Hennessy Rd.,1967,,
"Ying Loy Mansion
      *????","19/25 Yu Chau St. &
25 Cedar St.",1963,,
"Ying Lun Building
      *????",7 & 7A Castle Peak Rd.,1962,,
"Ying May Building
      *????","Ground Floor:
66/70 Prince Edward Rd. W.
& 188/190B Tong Mi Rd.
Upper Floors:
190 Tong Mi Rd.",1965,,
"Ying Piu Mansion
      *????",1 Breezy Path,1996,,
"Ying Pont Building
      *????",69-71 Peel St.,1985,,
"Ying Tai Mansion
      ???",35 Yu Chau St.,1948,,
"Ying Tat Building
      ???",315 Lai Chi Kok Rd.,1975,,
"Ying Tung Industrial Building
      ??????",802 Lai Chi Kok Rd.,1979,,
"Ying Wa College
      ????",1 Ying Wa St.,-,,
"Ying Wa Court
      ???",12 Ying Wa Terrace,1999,,
"Ying Wa Primary School
      ????",3 Ying Wa St.,-,,
"Ying Wah Court
      *???",486/488 King's Rd.,1970,,
"Ying Wong House
      *????",153/153C King's Rd.,1958,,
"Ying Yu Building
      ????",99/101 Lai Chi Kok Rd.,1974,,
"Yip Cheung Building
      *????","Ground Floor:
443/453 Queen's Rd. W.
6/16 Hill Rd. &
426/428B Des Voeux Rd. W.
Upper Floors:
4/16 Hill Rd.",1970,,
"Yip Cheung Centre
      *????",10 Fung Yip St.,1985,,
"Yip Fat Factory Building
      *??????",,1978,,
"      Phase 1
      ???",77 Hoi Yuen Rd.,,,
"      Phase 2
      ???",75 Hoi Yuen Rd.,,,
"Yip Fung Building
      *????",2/18 D'Aguilar St.,1967,,
"Yip Fung Industrial Building
      *??????",7 Sheung Hei St.,1983,,
"Yip Kwong Industrial Building
      *?????",1139 Canton Rd.,1979,,
"Yip Kwong Industrial Building
      ??????",39-41 Beech St.,1983,,
"Yip Lee House
      *???",20/22 Boundary St.,1970,,
"Yip Ning Building
      ????",92/102 Shau Kei Wan Rd.,1967,,
"Yip On Factory Estate
      ??????","Wai Yip St.
(See Appendix I)",,,
"      Block 1-2
      ?1-2?",(See Appendix I),,,
"Yip Win Factory Building
      *??????",10 Tsun Yip Lane,1980,,
"Yip Yee Mansion
      ????",48/50 Aberdeen Main Rd.,1968,,
"Yiu Cheong Building
      *????",201/203 Sai Yee St.,1973,,
"Yiu Cheong Lung Building
      *?????","Ground Floor:
235, 241 & 243
Lai Chi Kok Rd.
Upper Floors:
239 Lai Chi Kok Rd.",1979,,
"Yiu Chung Building
      ????",368-370A Portland St.,1973,,
"Yiu Fai Mansion
      *????","Ground Floor:
2, 4, 6, 10, 12 &
12A Tsap Fai St.
Upper Floors:
8 Tsap Fai St.",1989,,
"Yiu Kam Building
      *????","64A Fuk Wa St. &
164/166 Nam Cheong St.",1976,,
"Yiu Kei Mansion
      ????",106/108 Austin Rd.,1967,,
"Yiu Ming Building
      *???",77/79 Tai Nan St.,1975,,
"Yiu Ming Building
      *????",42/48 Java Rd.,1982,,
"Yiu Pont House
      *????",12 Knutsford Terrace,1980,,
"Yiu Tung Estate
      ???",(See Appendix I),,,
"      The Endeavourers
      Leung Lee Sau Yu
      Memorial Primary School
      ???????
      ????","25 Yiu Hing Rd.
(See Appendix I)",,,
"      Yiu Cheong House
      ???","12 Yiu Hing Rd.
(See Appendix I)",,,
"      Yiu Fai House
      ???","12 Yiu Hing Rd.
(See Appendix I)",,,
"      Yiu Fook House
      ???","39 Yiu Hing Rd.
(See Appendix I)",,,
"      Yiu Fu House
      ???","39 Yiu Hing Rd.
(See Appendix I)",,,
"      Yiu Fung House
      ???","12 Yiu Hing Rd.
(See Appendix I)",,,
"      Yiu Hing House
      ???","12 Yiu Hing Rd.
(See Appendix I)",,,
"      Yiu Kwai House
      ???","12 Yiu Hing Rd.
(See Appendix I)",,,
"      Yiu Lok House
      ???","39 Yiu Hing Rd.
(See Appendix I)",,,
"      Yiu Ming House
      ???","12 Yiu Hing Rd.
(See Appendix I)",,,
"      Yiu On House
      ???","12 Yiu Hing Rd.
(See Appendix I)",,,
"      Yiu Tung Shopping Centre
      ????","12 Yiu Hing Rd.
(See Appendix I)",,,
"      Yiu Wah House
      ???","39 Yiu Hing Rd.
(See Appendix I)",,,
"Yiuga Factory Building
      *??????",62 Victoria Rd.,1987,,
"YMCA King's Park Centenary Centre
      ????????
      ??????????",22 Gascoigne Rd.,2000,,
Yoo Residence,"Basement 1 & 2 : 
19 Shelter St.
Ground Floor:
21 Shelter St.
Ground & First Floors :
35 Tung Lo Wan Rd.
Upper Floors:
33 Tung Lo Wan Rd.",2015,,
"Yook Ming House
      ???",5 Li Yuen St. E.,1976,,
"York English Primary School &
      Kindergarten (Kowloon Tong)
      ??????????(???)",49 Cumberland Rd.,Pre 1945?,,
"York House
      ????",15 Queen’s Rd. C.,2006,,
"York Mansion
      *????","159/161A Argyle St. &
1A/1B Forfar Rd.",1963,,
York Place,22 Johnston Rd.,2009,,
"Youth Outreach Jockey
      Club Building
      ????????",2 Holy Cross Path,-,,
"Youth Square
      ????",238 Chai Wan Rd.,2008,,
"Yow San Building
      ???",36 Gilman's Bazaar,1975,,
"Yu Chau Building
      ????","136/138 Yu Chau St. &
10 Shek Kip Mei St.",1963,,
"Yu Chau House
      *???","108/112 Yu Chau St. &
7A/7B Wong Chuk St.",1963,,
"Yu Chu Lam Building
      ?????","Ground Floor:
108 Des Voeux Rd. W.
Upper Floors:
63 Ko Shing St.",1989,,
"Yu Chun Keung Memorial College
      ???????",27 Man Fuk Rd.,1975,,
"Yu Chun Keung Memorial College
      No. 2
      ?????????",1 Chi Fu Close,1982,,
"Yu Fung Building
      *???",27 Wong Nai Chung Rd.,1972,,
"Yu Hing Mansion
      ????",55-57 Bonham Strand W.,1979,,
"Yu Hing Mansion
      *????","Ground Floor:
26B/26D Jordan Rd. &
120 Woosung St.
Upper Floors:
118 Woosung St.",1967,,
